warehouse_code,sku,product_name,available_quantity,reserved_quantity,snapshot_date,snapshot_time
WH01,SKU00001,Boeuf Oreille,69,11,2026-01-09,23:59:59
WH01,SKU00002,Crème Projet,240,12,2026-01-09,23:59:59
WH01,SKU00003,Biscuits Part,79,6,2026-01-09,23:59:59
WH01,SKU00004,Saumon Comme,2,0,2026-01-09,23:59:59
WH01,SKU00005,Porc Étonner,441,64,2026-01-09,23:59:59
WH01,SKU00006,Huile Enfin,373,47,2026-01-09,23:59:59
WH01,SKU00007,Jus Beau,251,25,2026-01-09,23:59:59
WH01,SKU00008,Riz Inutile,473,53,2026-01-09,23:59:59
WH01,SKU00009,Tomates Ami,481,50,2026-01-09,23:59:59
WH01,SKU00010,Déodorant Saisir,496,95,2026-01-09,23:59:59
WH01,SKU00011,Frites Remonter,191,24,2026-01-09,23:59:59
WH01,SKU00012,Boeuf Entourer,250,19,2026-01-09,23:59:59
WH01,SKU00013,Petits pots Saison,328,9,2026-01-09,23:59:59
WH01,SKU00014,Eau En,209,2,2026-01-09,23:59:59
WH01,SKU00015,Crème Accuser,471,15,2026-01-09,23:59:59
WH01,SKU00016,Crème Boire,197,36,2026-01-09,23:59:59
WH01,SKU00017,Soda Vol,83,6,2026-01-09,23:59:59
WH01,SKU00018,Liquide vaisselle Sourire,390,55,2026-01-09,23:59:59
WH01,SKU00019,Liquide vaisselle Baisser,490,32,2026-01-09,23:59:59
WH01,SKU00020,Riz Ensuite,394,44,2026-01-09,23:59:59
WH01,SKU00021,Bananes Bien,260,45,2026-01-09,23:59:59
WH01,SKU00022,Savon Approcher,250,40,2026-01-09,23:59:59
WH01,SKU00023,Pâtes Inconnu,352,47,2026-01-09,23:59:59
WH01,SKU00024,Oranges Boire,356,7,2026-01-09,23:59:59
WH01,SKU00025,Conserves Problème,333,49,2026-01-09,23:59:59
WH01,SKU00026,Thon Espace,474,54,2026-01-09,23:59:59
WH01,SKU00027,Poisson pané Flot,376,31,2026-01-09,23:59:59
WH01,SKU00028,Carottes Tranquille,124,15,2026-01-09,23:59:59
WH01,SKU00029,Nettoyant Poids,17,2,2026-01-09,23:59:59
WH01,SKU00030,Pommes Eh,323,3,2026-01-09,23:59:59
WH01,SKU00031,Porc Rapport,357,18,2026-01-09,23:59:59
WH01,SKU00032,Conserves Conscience,133,19,2026-01-09,23:59:59
WH01,SKU00033,Sauce tomate Réunir,233,43,2026-01-09,23:59:59
WH01,SKU00034,Eau Rien,75,8,2026-01-09,23:59:59
WH01,SKU00035,Biscuits Peur,126,19,2026-01-09,23:59:59
WH01,SKU00036,Crème Étage,296,42,2026-01-09,23:59:59
WH01,SKU00037,Chocolat Peur,430,20,2026-01-09,23:59:59
WH01,SKU00038,Sauce tomate Montrer,6,0,2026-01-09,23:59:59
WH01,SKU00039,Crevettes Disparaître,394,11,2026-01-09,23:59:59
WH01,SKU00040,Biscuits Cerveau,329,49,2026-01-09,23:59:59
WH01,SKU00041,Crème Chair,203,37,2026-01-09,23:59:59
WH01,SKU00042,Confiture Toit,498,10,2026-01-09,23:59:59
WH01,SKU00043,Nettoyant Occasion,265,12,2026-01-09,23:59:59
WH01,SKU00044,Bananes Lentement,448,54,2026-01-09,23:59:59
WH01,SKU00045,Thon Note,84,13,2026-01-09,23:59:59
WH01,SKU00046,Biscuits Moyen,129,22,2026-01-09,23:59:59
WH01,SKU00047,Saumon Perdu,154,16,2026-01-09,23:59:59
WH01,SKU00048,Biscuits Avancer,495,68,2026-01-09,23:59:59
WH01,SKU00049,Légumes surgelés Trésor,337,48,2026-01-09,23:59:59
WH01,SKU00050,Oranges Terminer,300,19,2026-01-09,23:59:59
WH01,SKU00051,Thé Tant,375,52,2026-01-09,23:59:59
WH01,SKU00052,Légumes surgelés Chambre,385,11,2026-01-09,23:59:59
WH01,SKU00053,Glace Bas,55,10,2026-01-09,23:59:59
WH01,SKU00054,Sel Moins,293,49,2026-01-09,23:59:59
WH01,SKU00055,Conserves Inviter,408,44,2026-01-09,23:59:59
WH01,SKU00056,Lait infantile Chien,416,18,2026-01-09,23:59:59
WH01,SKU00057,Lait Étrange,137,23,2026-01-09,23:59:59
WH01,SKU00058,Lingettes Distinguer,107,12,2026-01-09,23:59:59
WH01,SKU00059,Glace Disparaître,357,39,2026-01-09,23:59:59
WH01,SKU00060,Savon Ramasser,3,0,2026-01-09,23:59:59
WH01,SKU00061,Savon Parent,417,62,2026-01-09,23:59:59
WH01,SKU00062,Huile Côté,0,0,2026-01-09,23:59:59
WH01,SKU00063,Thé Nommer,49,1,2026-01-09,23:59:59
WH01,SKU00064,Pâtes Deviner,396,53,2026-01-09,23:59:59
WH01,SKU00065,Poisson pané Flot,268,26,2026-01-09,23:59:59
WH01,SKU00066,Soda Peau,335,36,2026-01-09,23:59:59
WH01,SKU00067,Céréales Étranger,375,55,2026-01-09,23:59:59
WH01,SKU00068,Crème Bras,87,5,2026-01-09,23:59:59
WH01,SKU00069,Glace Pain,191,11,2026-01-09,23:59:59
WH01,SKU00070,Dentifrice Rejoindre,360,17,2026-01-09,23:59:59
WH01,SKU00071,Thon Chaleur,101,15,2026-01-09,23:59:59
WH01,SKU00072,Crevettes Autorité,93,16,2026-01-09,23:59:59
WH01,SKU00073,Yaourt Tenir,485,14,2026-01-09,23:59:59
WH01,SKU00074,Confiture Rassurer,230,36,2026-01-09,23:59:59
WH01,SKU00075,Couches Aide,416,27,2026-01-09,23:59:59
WH01,SKU00076,Lingettes Certainement,95,6,2026-01-09,23:59:59
WH01,SKU00077,Nettoyant Éprouver,30,5,2026-01-09,23:59:59
WH01,SKU00078,Thon Dehors,93,6,2026-01-09,23:59:59
WH01,SKU00079,Éponges Monter,132,13,2026-01-09,23:59:59
WH01,SKU00080,Confiture Poids,225,40,2026-01-09,23:59:59
WH01,SKU00081,Crème Pleurer,467,79,2026-01-09,23:59:59
WH01,SKU00082,Beurre Également,55,10,2026-01-09,23:59:59
WH01,SKU00083,Miel Mode,85,2,2026-01-09,23:59:59
WH01,SKU00084,Crème Baisser,150,2,2026-01-09,23:59:59
WH01,SKU00085,Biscuits Défendre,193,7,2026-01-09,23:59:59
WH01,SKU00086,Éponges Manier,141,2,2026-01-09,23:59:59
WH01,SKU00087,Confiture Absence,175,1,2026-01-09,23:59:59
WH01,SKU00088,Yaourt Mémoire,299,15,2026-01-09,23:59:59
WH01,SKU00089,Biscuits Faute,244,31,2026-01-09,23:59:59
WH01,SKU00090,Laitue Parvenir,344,12,2026-01-09,23:59:59
WH01,SKU00091,Lait infantile Fortune,4,0,2026-01-09,23:59:59
WH01,SKU00092,Shampoing Nord,136,24,2026-01-09,23:59:59
WH01,SKU00093,Lait infantile Vif,489,0,2026-01-09,23:59:59
WH01,SKU00094,Poisson pané Rencontrer,340,5,2026-01-09,23:59:59
WH01,SKU00095,Boeuf Toucher,49,3,2026-01-09,23:59:59
WH01,SKU00096,Lessive Point,267,50,2026-01-09,23:59:59
WH01,SKU00097,Huile Curiosité,3,0,2026-01-09,23:59:59
WH01,SKU00098,Lingettes Discuter,308,33,2026-01-09,23:59:59
WH01,SKU00099,Poulet Gauche,492,97,2026-01-09,23:59:59
WH01,SKU00100,Sucre Émotion,136,15,2026-01-09,23:59:59
