warehouse_code,sku,product_name,available_quantity,reserved_quantity,snapshot_date,snapshot_time
WH03,SKU00001,Boeuf Oreille,307,18,2026-01-09,23:59:59
WH03,SKU00002,Crème Projet,74,11,2026-01-09,23:59:59
WH03,SKU00003,Biscuits Part,340,4,2026-01-09,23:59:59
WH03,SKU00004,Saumon Comme,306,20,2026-01-09,23:59:59
WH03,SKU00005,Porc Étonner,158,7,2026-01-09,23:59:59
WH03,SKU00006,Huile Enfin,140,27,2026-01-09,23:59:59
WH03,SKU00007,Jus Beau,361,61,2026-01-09,23:59:59
WH03,SKU00008,Riz Inutile,323,27,2026-01-09,23:59:59
WH03,SKU00009,Tomates Ami,253,18,2026-01-09,23:59:59
WH03,SKU00010,Déodorant Saisir,360,48,2026-01-09,23:59:59
WH03,SKU00011,Frites Remonter,30,6,2026-01-09,23:59:59
WH03,SKU00012,Boeuf Entourer,170,9,2026-01-09,23:59:59
WH03,SKU00013,Petits pots Saison,423,26,2026-01-09,23:59:59
WH03,SKU00014,Eau En,434,28,2026-01-09,23:59:59
WH03,SKU00015,Crème Accuser,358,6,2026-01-09,23:59:59
WH03,SKU00016,Crème Boire,472,22,2026-01-09,23:59:59
WH03,SKU00017,Soda Vol,438,62,2026-01-09,23:59:59
WH03,SKU00018,Liquide vaisselle Sourire,372,50,2026-01-09,23:59:59
WH03,SKU00019,Liquide vaisselle Baisser,153,26,2026-01-09,23:59:59
WH03,SKU00020,Riz Ensuite,337,20,2026-01-09,23:59:59
WH03,SKU00021,Bananes Bien,11,2,2026-01-09,23:59:59
WH03,SKU00022,Savon Approcher,200,21,2026-01-09,23:59:59
WH03,SKU00023,Pâtes Inconnu,216,43,2026-01-09,23:59:59
WH03,SKU00024,Oranges Boire,242,22,2026-01-09,23:59:59
WH03,SKU00025,Conserves Problème,387,50,2026-01-09,23:59:59
WH03,SKU00026,Thon Espace,200,4,2026-01-09,23:59:59
WH03,SKU00027,Poisson pané Flot,270,46,2026-01-09,23:59:59
WH03,SKU00028,Carottes Tranquille,144,9,2026-01-09,23:59:59
WH03,SKU00029,Nettoyant Poids,356,24,2026-01-09,23:59:59
WH03,SKU00030,Pommes Eh,358,70,2026-01-09,23:59:59
WH03,SKU00031,Porc Rapport,201,6,2026-01-09,23:59:59
WH03,SKU00032,Conserves Conscience,67,5,2026-01-09,23:59:59
WH03,SKU00033,Sauce tomate Réunir,385,74,2026-01-09,23:59:59
WH03,SKU00034,Eau Rien,443,6,2026-01-09,23:59:59
WH03,SKU00035,Biscuits Peur,435,38,2026-01-09,23:59:59
WH03,SKU00036,Crème Étage,234,41,2026-01-09,23:59:59
WH03,SKU00037,Chocolat Peur,83,4,2026-01-09,23:59:59
WH03,SKU00038,Sauce tomate Montrer,226,44,2026-01-09,23:59:59
WH03,SKU00039,Crevettes Disparaître,247,18,2026-01-09,23:59:59
WH03,SKU00040,Biscuits Cerveau,459,18,2026-01-09,23:59:59
WH03,SKU00041,Crème Chair,107,6,2026-01-09,23:59:59
WH03,SKU00042,Confiture Toit,411,25,2026-01-09,23:59:59
WH03,SKU00043,Nettoyant Occasion,376,1,2026-01-09,23:59:59
WH03,SKU00044,Bananes Lentement,185,36,2026-01-09,23:59:59
WH03,SKU00045,Thon Note,52,10,2026-01-09,23:59:59
WH03,SKU00046,Biscuits Moyen,402,18,2026-01-09,23:59:59
WH03,SKU00047,Saumon Perdu,192,27,2026-01-09,23:59:59
