warehouse_code,sku,product_name,available_quantity,reserved_quantity,snapshot_date,snapshot_time
WH02,SKU00001,Boeuf Oreille,198,25,2026-01-11,23:59:59
WH02,SKU00002,Crème Projet,83,4,2026-01-11,23:59:59
WH02,SKU00003,Biscuits Part,290,5,2026-01-11,23:59:59
WH02,SKU00004,Saumon Comme,410,25,2026-01-11,23:59:59
WH02,SKU00005,Porc Étonner,480,15,2026-01-11,23:59:59
WH02,SKU00006,Huile Enfin,214,31,2026-01-11,23:59:59
WH02,SKU00007,Jus Beau,7,0,2026-01-11,23:59:59
WH02,SKU00008,Riz Inutile,187,25,2026-01-11,23:59:59
WH02,SKU00009,Tomates Ami,285,56,2026-01-11,23:59:59
WH02,SKU00010,Déodorant Saisir,188,26,2026-01-11,23:59:59
WH02,SKU00011,Frites Remonter,430,50,2026-01-11,23:59:59
WH02,SKU00012,Boeuf Entourer,235,2,2026-01-11,23:59:59
WH02,SKU00013,Petits pots Saison,196,14,2026-01-11,23:59:59
WH02,SKU00014,Eau En,358,50,2026-01-11,23:59:59
WH02,SKU00015,Crème Accuser,476,19,2026-01-11,23:59:59
WH02,SKU00016,Crème Boire,43,8,2026-01-11,23:59:59
WH02,SKU00017,Soda Vol,411,50,2026-01-11,23:59:59
WH02,SKU00018,Liquide vaisselle Sourire,185,23,2026-01-11,23:59:59
WH02,SKU00019,Liquide vaisselle Baisser,30,2,2026-01-11,23:59:59
WH02,SKU00020,Riz Ensuite,297,18,2026-01-11,23:59:59
WH02,SKU00021,Bananes Bien,398,32,2026-01-11,23:59:59
WH02,SKU00022,Savon Approcher,153,20,2026-01-11,23:59:59
WH02,SKU00023,Pâtes Inconnu,18,3,2026-01-11,23:59:59
WH02,SKU00024,Oranges Boire,494,55,2026-01-11,23:59:59
WH02,SKU00025,Conserves Problème,200,12,2026-01-11,23:59:59
WH02,SKU00026,Thon Espace,350,39,2026-01-11,23:59:59
WH02,SKU00027,Poisson pané Flot,309,49,2026-01-11,23:59:59
WH02,SKU00028,Carottes Tranquille,96,7,2026-01-11,23:59:59
WH02,SKU00029,Nettoyant Poids,290,26,2026-01-11,23:59:59
WH02,SKU00030,Pommes Eh,176,0,2026-01-11,23:59:59
WH02,SKU00031,Porc Rapport,154,20,2026-01-11,23:59:59
WH02,SKU00032,Conserves Conscience,309,24,2026-01-11,23:59:59
WH02,SKU00033,Sauce tomate Réunir,85,14,2026-01-11,23:59:59
WH02,SKU00034,Eau Rien,97,4,2026-01-11,23:59:59
WH02,SKU00035,Biscuits Peur,433,21,2026-01-11,23:59:59
WH02,SKU00036,Crème Étage,197,8,2026-01-11,23:59:59
WH02,SKU00037,Chocolat Peur,222,7,2026-01-11,23:59:59
WH02,SKU00038,Sauce tomate Montrer,45,4,2026-01-11,23:59:59
WH02,SKU00039,Crevettes Disparaître,495,18,2026-01-11,23:59:59
WH02,SKU00040,Biscuits Cerveau,130,6,2026-01-11,23:59:59
WH02,SKU00041,Crème Chair,402,52,2026-01-11,23:59:59
WH02,SKU00042,Confiture Toit,340,17,2026-01-11,23:59:59
WH02,SKU00043,Nettoyant Occasion,470,94,2026-01-11,23:59:59
WH02,SKU00044,Bananes Lentement,175,35,2026-01-11,23:59:59
WH02,SKU00045,Thon Note,356,41,2026-01-11,23:59:59
WH02,SKU00046,Biscuits Moyen,136,21,2026-01-11,23:59:59
WH02,SKU00047,Saumon Perdu,77,3,2026-01-11,23:59:59
WH02,SKU00048,Biscuits Avancer,347,65,2026-01-11,23:59:59
WH02,SKU00049,Légumes surgelés Trésor,435,65,2026-01-11,23:59:59
WH02,SKU00050,Oranges Terminer,325,5,2026-01-11,23:59:59
WH02,SKU00051,Thé Tant,273,47,2026-01-11,23:59:59
WH02,SKU00052,Légumes surgelés Chambre,252,38,2026-01-11,23:59:59
WH02,SKU00053,Glace Bas,486,87,2026-01-11,23:59:59
WH02,SKU00054,Sel Moins,316,12,2026-01-11,23:59:59
WH02,SKU00055,Conserves Inviter,378,52,2026-01-11,23:59:59
WH02,SKU00056,Lait infantile Chien,75,7,2026-01-11,23:59:59
WH02,SKU00057,Lait Étrange,370,39,2026-01-11,23:59:59
WH02,SKU00058,Lingettes Distinguer,464,91,2026-01-11,23:59:59
WH02,SKU00059,Glace Disparaître,43,6,2026-01-11,23:59:59
WH02,SKU00060,Savon Ramasser,134,7,2026-01-11,23:59:59
WH02,SKU00061,Savon Parent,102,17,2026-01-11,23:59:59
WH02,SKU00062,Huile Côté,173,15,2026-01-11,23:59:59
WH02,SKU00063,Thé Nommer,454,17,2026-01-11,23:59:59
WH02,SKU00064,Pâtes Deviner,368,36,2026-01-11,23:59:59
WH02,SKU00065,Poisson pané Flot,484,58,2026-01-11,23:59:59
WH02,SKU00066,Soda Peau,498,23,2026-01-11,23:59:59
WH02,SKU00067,Céréales Étranger,455,46,2026-01-11,23:59:59
WH02,SKU00068,Crème Bras,341,7,2026-01-11,23:59:59
WH02,SKU00069,Glace Pain,186,34,2026-01-11,23:59:59
WH02,SKU00070,Dentifrice Rejoindre,120,7,2026-01-11,23:59:59
WH02,SKU00071,Thon Chaleur,125,8,2026-01-11,23:59:59
WH02,SKU00072,Crevettes Autorité,486,25,2026-01-11,23:59:59
WH02,SKU00073,Yaourt Tenir,486,4,2026-01-11,23:59:59
WH02,SKU00074,Confiture Rassurer,414,30,2026-01-11,23:59:59
WH02,SKU00075,Couches Aide,39,1,2026-01-11,23:59:59
WH02,SKU00076,Lingettes Certainement,361,46,2026-01-11,23:59:59
WH02,SKU00077,Nettoyant Éprouver,434,85,2026-01-11,23:59:59
WH02,SKU00078,Thon Dehors,270,31,2026-01-11,23:59:59
WH02,SKU00079,Éponges Monter,207,1,2026-01-11,23:59:59
WH02,SKU00080,Confiture Poids,191,17,2026-01-11,23:59:59
WH02,SKU00081,Crème Pleurer,189,29,2026-01-11,23:59:59
WH02,SKU00082,Beurre Également,398,49,2026-01-11,23:59:59
WH02,SKU00083,Miel Mode,469,88,2026-01-11,23:59:59
WH02,SKU00084,Crème Baisser,288,43,2026-01-11,23:59:59
WH02,SKU00085,Biscuits Défendre,137,15,2026-01-11,23:59:59
WH02,SKU00086,Éponges Manier,169,29,2026-01-11,23:59:59
WH02,SKU00087,Confiture Absence,205,37,2026-01-11,23:59:59
WH02,SKU00088,Yaourt Mémoire,364,34,2026-01-11,23:59:59
WH02,SKU00089,Biscuits Faute,369,42,2026-01-11,23:59:59
WH02,SKU00090,Laitue Parvenir,484,25,2026-01-11,23:59:59
WH02,SKU00091,Lait infantile Fortune,184,15,2026-01-11,23:59:59
WH02,SKU00092,Shampoing Nord,223,23,2026-01-11,23:59:59
WH02,SKU00093,Lait infantile Vif,288,30,2026-01-11,23:59:59
WH02,SKU00094,Poisson pané Rencontrer,438,34,2026-01-11,23:59:59
