order_id,store_id,order_date,order_time,sku,product_name,quantity
ORD-2026-01-10-S04-0001,STORE04,2026-01-10,13:18:10,SKU00006,Huile Enfin,1
ORD-2026-01-10-S04-0001,STORE04,2026-01-10,13:18:10,SKU00079,Éponges Monter,3
ORD-2026-01-10-S04-0002,STORE04,2026-01-10,15:28:14,SKU00083,Miel Mode,2
ORD-2026-01-10-S04-0002,STORE04,2026-01-10,15:28:14,SKU00079,Éponges Monter,3
ORD-2026-01-10-S04-0002,STORE04,2026-01-10,15:28:14,SKU00043,Nettoyant Occasion,3
ORD-2026-01-10-S04-0002,STORE04,2026-01-10,15:28:14,SKU00091,Lait infantile Fortune,5
ORD-2026-01-10-S04-0002,STORE04,2026-01-10,15:28:14,SKU00062,Huile Côté,1
ORD-2026-01-10-S04-0003,STORE04,2026-01-10,18:17:09,SKU00067,Céréales Étranger,1
ORD-2026-01-10-S04-0003,STORE04,2026-01-10,18:17:09,SKU00085,Biscuits Défendre,2
ORD-2026-01-10-S04-0003,STORE04,2026-01-10,18:17:09,SKU00069,Glace Pain,5
ORD-2026-01-10-S04-0003,STORE04,2026-01-10,18:17:09,SKU00047,Saumon Perdu,5
ORD-2026-01-10-S04-0004,STORE04,2026-01-10,8:38:57,SKU00020,Riz Ensuite,1
ORD-2026-01-10-S04-0004,STORE04,2026-01-10,8:38:57,SKU00035,Biscuits Peur,5
ORD-2026-01-10-S04-0004,STORE04,2026-01-10,8:38:57,SKU00017,Soda Vol,5
ORD-2026-01-10-S04-0005,STORE04,2026-01-10,8:31:53,SKU00004,Saumon Comme,1
ORD-2026-01-10-S04-0005,STORE04,2026-01-10,8:31:53,SKU00064,Pâtes Deviner,3
ORD-2026-01-10-S04-0005,STORE04,2026-01-10,8:31:53,SKU00012,Boeuf Entourer,2
ORD-2026-01-10-S04-0005,STORE04,2026-01-10,8:31:53,SKU00067,Céréales Étranger,3
ORD-2026-01-10-S04-0006,STORE04,2026-01-10,14:46:28,SKU00016,Crème Boire,5
