warehouse_code,sku,product_name,available_quantity,reserved_quantity,snapshot_date,snapshot_time
WH03,SKU00001,Boeuf Oreille,119,0,2026-01-10,23:59:59
WH03,SKU00002,Crème Projet,195,0,2026-01-10,23:59:59
WH03,SKU00003,Biscuits Part,288,3,2026-01-10,23:59:59
WH03,SKU00004,Saumon Comme,416,49,2026-01-10,23:59:59
WH03,SKU00005,Porc Étonner,393,72,2026-01-10,23:59:59
WH03,SKU00006,Huile Enfin,61,3,2026-01-10,23:59:59
WH03,SKU00007,Jus Beau,390,4,2026-01-10,23:59:59
WH03,SKU00008,Riz Inutile,288,34,2026-01-10,23:59:59
WH03,SKU00009,Tomates Ami,37,0,2026-01-10,23:59:59
WH03,SKU00010,Déodorant Saisir,332,60,2026-01-10,23:59:59
WH03,SKU00011,Frites Remonter,479,73,2026-01-10,23:59:59
WH03,SKU00012,Boeuf Entourer,330,49,2026-01-10,23:59:59
WH03,SKU00013,Petits pots Saison,144,21,2026-01-10,23:59:59
WH03,SKU00014,Eau En,315,49,2026-01-10,23:59:59
WH03,SKU00015,Crème Accuser,230,15,2026-01-10,23:59:59
WH03,SKU00016,Crème Boire,349,62,2026-01-10,23:59:59
WH03,SKU00017,Soda Vol,313,16,2026-01-10,23:59:59
WH03,SKU00018,Liquide vaisselle Sourire,176,29,2026-01-10,23:59:59
WH03,SKU00019,Liquide vaisselle Baisser,245,9,2026-01-10,23:59:59
WH03,SKU00020,Riz Ensuite,232,34,2026-01-10,23:59:59
WH03,SKU00021,Bananes Bien,450,46,2026-01-10,23:59:59
WH03,SKU00022,Savon Approcher,114,4,2026-01-10,23:59:59
WH03,SKU00023,Pâtes Inconnu,146,20,2026-01-10,23:59:59
WH03,SKU00024,Oranges Boire,374,22,2026-01-10,23:59:59
WH03,SKU00025,Conserves Problème,493,49,2026-01-10,23:59:59
WH03,SKU00026,Thon Espace,131,5,2026-01-10,23:59:59
WH03,SKU00027,Poisson pané Flot,188,1,2026-01-10,23:59:59
WH03,SKU00028,Carottes Tranquille,221,19,2026-01-10,23:59:59
WH03,SKU00029,Nettoyant Poids,73,0,2026-01-10,23:59:59
WH03,SKU00030,Pommes Eh,235,26,2026-01-10,23:59:59
WH03,SKU00031,Porc Rapport,363,69,2026-01-10,23:59:59
WH03,SKU00032,Conserves Conscience,436,29,2026-01-10,23:59:59
WH03,SKU00033,Sauce tomate Réunir,205,8,2026-01-10,23:59:59
WH03,SKU00034,Eau Rien,430,80,2026-01-10,23:59:59
WH03,SKU00035,Biscuits Peur,180,13,2026-01-10,23:59:59
WH03,SKU00036,Crème Étage,482,51,2026-01-10,23:59:59
WH03,SKU00037,Chocolat Peur,215,26,2026-01-10,23:59:59
WH03,SKU00038,Sauce tomate Montrer,235,46,2026-01-10,23:59:59
WH03,SKU00039,Crevettes Disparaître,231,28,2026-01-10,23:59:59
WH03,SKU00040,Biscuits Cerveau,487,49,2026-01-10,23:59:59
WH03,SKU00041,Crème Chair,237,23,2026-01-10,23:59:59
WH03,SKU00042,Confiture Toit,172,20,2026-01-10,23:59:59
WH03,SKU00043,Nettoyant Occasion,340,51,2026-01-10,23:59:59
WH03,SKU00044,Bananes Lentement,68,11,2026-01-10,23:59:59
WH03,SKU00045,Thon Note,271,13,2026-01-10,23:59:59
WH03,SKU00046,Biscuits Moyen,125,6,2026-01-10,23:59:59
WH03,SKU00047,Saumon Perdu,364,24,2026-01-10,23:59:59
WH03,SKU00048,Biscuits Avancer,291,12,2026-01-10,23:59:59
WH03,SKU00049,Légumes surgelés Trésor,485,93,2026-01-10,23:59:59
WH03,SKU00050,Oranges Terminer,337,46,2026-01-10,23:59:59
WH03,SKU00051,Thé Tant,460,59,2026-01-10,23:59:59
WH03,SKU00052,Légumes surgelés Chambre,280,55,2026-01-10,23:59:59
WH03,SKU00053,Glace Bas,391,52,2026-01-10,23:59:59
WH03,SKU00054,Sel Moins,191,19,2026-01-10,23:59:59
WH03,SKU00055,Conserves Inviter,109,12,2026-01-10,23:59:59
WH03,SKU00056,Lait infantile Chien,72,7,2026-01-10,23:59:59
WH03,SKU00057,Lait Étrange,55,8,2026-01-10,23:59:59
WH03,SKU00058,Lingettes Distinguer,333,57,2026-01-10,23:59:59
WH03,SKU00059,Glace Disparaître,153,28,2026-01-10,23:59:59
WH03,SKU00060,Savon Ramasser,426,79,2026-01-10,23:59:59
WH03,SKU00061,Savon Parent,211,3,2026-01-10,23:59:59
WH03,SKU00062,Huile Côté,102,6,2026-01-10,23:59:59
WH03,SKU00063,Thé Nommer,172,10,2026-01-10,23:59:59
WH03,SKU00064,Pâtes Deviner,337,49,2026-01-10,23:59:59
WH03,SKU00065,Poisson pané Flot,479,66,2026-01-10,23:59:59
WH03,SKU00066,Soda Peau,221,11,2026-01-10,23:59:59
WH03,SKU00067,Céréales Étranger,482,56,2026-01-10,23:59:59
WH03,SKU00068,Crème Bras,12,2,2026-01-10,23:59:59
WH03,SKU00069,Glace Pain,105,12,2026-01-10,23:59:59
WH03,SKU00070,Dentifrice Rejoindre,290,42,2026-01-10,23:59:59
WH03,SKU00071,Thon Chaleur,88,8,2026-01-10,23:59:59
WH03,SKU00072,Crevettes Autorité,381,72,2026-01-10,23:59:59
WH03,SKU00073,Yaourt Tenir,393,19,2026-01-10,23:59:59
WH03,SKU00074,Confiture Rassurer,328,51,2026-01-10,23:59:59
WH03,SKU00075,Couches Aide,294,50,2026-01-10,23:59:59
WH03,SKU00076,Lingettes Certainement,410,25,2026-01-10,23:59:59
WH03,SKU00077,Nettoyant Éprouver,77,13,2026-01-10,23:59:59
WH03,SKU00078,Thon Dehors,162,29,2026-01-10,23:59:59
WH03,SKU00079,Éponges Monter,125,23,2026-01-10,23:59:59
WH03,SKU00080,Confiture Poids,66,12,2026-01-10,23:59:59
WH03,SKU00081,Crème Pleurer,476,62,2026-01-10,23:59:59
WH03,SKU00082,Beurre Également,161,2,2026-01-10,23:59:59
WH03,SKU00083,Miel Mode,346,12,2026-01-10,23:59:59
WH03,SKU00084,Crème Baisser,402,8,2026-01-10,23:59:59
WH03,SKU00085,Biscuits Défendre,43,0,2026-01-10,23:59:59
WH03,SKU00086,Éponges Manier,4,0,2026-01-10,23:59:59
WH03,SKU00087,Confiture Absence,169,5,2026-01-10,23:59:59
