warehouse_code,sku,product_name,available_quantity,reserved_quantity,snapshot_date,snapshot_time
WH02,SKU00001,Boeuf Oreille,186,17,2026-01-12,23:59:59
WH02,SKU00002,Crème Projet,151,15,2026-01-12,23:59:59
WH02,SKU00003,Biscuits Part,371,7,2026-01-12,23:59:59
WH02,SKU00004,Saumon Comme,442,68,2026-01-12,23:59:59
WH02,SKU00005,Porc Étonner,347,17,2026-01-12,23:59:59
WH02,SKU00006,Huile Enfin,470,81,2026-01-12,23:59:59
WH02,SKU00007,Jus Beau,458,25,2026-01-12,23:59:59
WH02,SKU00008,Riz Inutile,40,7,2026-01-12,23:59:59
WH02,SKU00009,Tomates Ami,384,8,2026-01-12,23:59:59
WH02,SKU00010,Déodorant Saisir,148,12,2026-01-12,23:59:59
WH02,SKU00011,Frites Remonter,381,9,2026-01-12,23:59:59
WH02,SKU00012,Boeuf Entourer,421,79,2026-01-12,23:59:59
WH02,SKU00013,Petits pots Saison,293,21,2026-01-12,23:59:59
WH02,SKU00014,Eau En,373,31,2026-01-12,23:59:59
WH02,SKU00015,Crème Accuser,295,17,2026-01-12,23:59:59
WH02,SKU00016,Crème Boire,215,31,2026-01-12,23:59:59
WH02,SKU00017,Soda Vol,411,49,2026-01-12,23:59:59
WH02,SKU00018,Liquide vaisselle Sourire,208,8,2026-01-12,23:59:59
WH02,SKU00019,Liquide vaisselle Baisser,446,52,2026-01-12,23:59:59
WH02,SKU00020,Riz Ensuite,92,7,2026-01-12,23:59:59
WH02,SKU00021,Bananes Bien,167,24,2026-01-12,23:59:59
WH02,SKU00022,Savon Approcher,472,0,2026-01-12,23:59:59
WH02,SKU00023,Pâtes Inconnu,186,14,2026-01-12,23:59:59
WH02,SKU00024,Oranges Boire,499,1,2026-01-12,23:59:59
WH02,SKU00025,Conserves Problème,70,11,2026-01-12,23:59:59
WH02,SKU00026,Thon Espace,196,4,2026-01-12,23:59:59
WH02,SKU00027,Poisson pané Flot,378,68,2026-01-12,23:59:59
WH02,SKU00028,Carottes Tranquille,154,0,2026-01-12,23:59:59
WH02,SKU00029,Nettoyant Poids,66,5,2026-01-12,23:59:59
WH02,SKU00030,Pommes Eh,248,35,2026-01-12,23:59:59
WH02,SKU00031,Porc Rapport,464,57,2026-01-12,23:59:59
WH02,SKU00032,Conserves Conscience,3,0,2026-01-12,23:59:59
WH02,SKU00033,Sauce tomate Réunir,464,49,2026-01-12,23:59:59
WH02,SKU00034,Eau Rien,264,25,2026-01-12,23:59:59
WH02,SKU00035,Biscuits Peur,24,2,2026-01-12,23:59:59
WH02,SKU00036,Crème Étage,475,6,2026-01-12,23:59:59
WH02,SKU00037,Chocolat Peur,201,15,2026-01-12,23:59:59
WH02,SKU00038,Sauce tomate Montrer,21,3,2026-01-12,23:59:59
WH02,SKU00039,Crevettes Disparaître,202,15,2026-01-12,23:59:59
WH02,SKU00040,Biscuits Cerveau,222,0,2026-01-12,23:59:59
WH02,SKU00041,Crème Chair,189,2,2026-01-12,23:59:59
WH02,SKU00042,Confiture Toit,66,11,2026-01-12,23:59:59
WH02,SKU00043,Nettoyant Occasion,271,41,2026-01-12,23:59:59
WH02,SKU00044,Bananes Lentement,44,6,2026-01-12,23:59:59
WH02,SKU00045,Thon Note,136,26,2026-01-12,23:59:59
WH02,SKU00046,Biscuits Moyen,4,0,2026-01-12,23:59:59
WH02,SKU00047,Saumon Perdu,5,0,2026-01-12,23:59:59
WH02,SKU00048,Biscuits Avancer,300,2,2026-01-12,23:59:59
WH02,SKU00049,Légumes surgelés Trésor,303,7,2026-01-12,23:59:59
WH02,SKU00050,Oranges Terminer,84,1,2026-01-12,23:59:59
WH02,SKU00051,Thé Tant,412,30,2026-01-12,23:59:59
WH02,SKU00052,Légumes surgelés Chambre,327,3,2026-01-12,23:59:59
WH02,SKU00053,Glace Bas,73,5,2026-01-12,23:59:59
WH02,SKU00054,Sel Moins,69,0,2026-01-12,23:59:59
WH02,SKU00055,Conserves Inviter,311,16,2026-01-12,23:59:59
WH02,SKU00056,Lait infantile Chien,173,10,2026-01-12,23:59:59
WH02,SKU00057,Lait Étrange,352,25,2026-01-12,23:59:59
WH02,SKU00058,Lingettes Distinguer,392,58,2026-01-12,23:59:59
WH02,SKU00059,Glace Disparaître,387,47,2026-01-12,23:59:59
WH02,SKU00060,Savon Ramasser,291,29,2026-01-12,23:59:59
WH02,SKU00061,Savon Parent,356,46,2026-01-12,23:59:59
WH02,SKU00062,Huile Côté,118,3,2026-01-12,23:59:59
WH02,SKU00063,Thé Nommer,294,41,2026-01-12,23:59:59
WH02,SKU00064,Pâtes Deviner,422,23,2026-01-12,23:59:59
WH02,SKU00065,Poisson pané Flot,496,50,2026-01-12,23:59:59
WH02,SKU00066,Soda Peau,21,0,2026-01-12,23:59:59
WH02,SKU00067,Céréales Étranger,319,55,2026-01-12,23:59:59
WH02,SKU00068,Crème Bras,22,1,2026-01-12,23:59:59
WH02,SKU00069,Glace Pain,441,59,2026-01-12,23:59:59
WH02,SKU00070,Dentifrice Rejoindre,178,31,2026-01-12,23:59:59
WH02,SKU00071,Thon Chaleur,478,37,2026-01-12,23:59:59
WH02,SKU00072,Crevettes Autorité,338,41,2026-01-12,23:59:59
WH02,SKU00073,Yaourt Tenir,131,25,2026-01-12,23:59:59
WH02,SKU00074,Confiture Rassurer,139,20,2026-01-12,23:59:59
WH02,SKU00075,Couches Aide,302,60,2026-01-12,23:59:59
WH02,SKU00076,Lingettes Certainement,70,0,2026-01-12,23:59:59
WH02,SKU00077,Nettoyant Éprouver,163,18,2026-01-12,23:59:59
WH02,SKU00078,Thon Dehors,382,71,2026-01-12,23:59:59
WH02,SKU00079,Éponges Monter,492,77,2026-01-12,23:59:59
WH02,SKU00080,Confiture Poids,144,22,2026-01-12,23:59:59
WH02,SKU00081,Crème Pleurer,146,29,2026-01-12,23:59:59
WH02,SKU00082,Beurre Également,168,14,2026-01-12,23:59:59
WH02,SKU00083,Miel Mode,263,5,2026-01-12,23:59:59
WH02,SKU00084,Crème Baisser,63,8,2026-01-12,23:59:59
WH02,SKU00085,Biscuits Défendre,8,0,2026-01-12,23:59:59
WH02,SKU00086,Éponges Manier,367,70,2026-01-12,23:59:59
WH02,SKU00087,Confiture Absence,304,24,2026-01-12,23:59:59
WH02,SKU00088,Yaourt Mémoire,178,22,2026-01-12,23:59:59
WH02,SKU00089,Biscuits Faute,271,13,2026-01-12,23:59:59
WH02,SKU00090,Laitue Parvenir,145,28,2026-01-12,23:59:59
WH02,SKU00091,Lait infantile Fortune,429,36,2026-01-12,23:59:59
WH02,SKU00092,Shampoing Nord,390,42,2026-01-12,23:59:59
WH02,SKU00093,Lait infantile Vif,203,25,2026-01-12,23:59:59
WH02,SKU00094,Poisson pané Rencontrer,80,5,2026-01-12,23:59:59
WH02,SKU00095,Boeuf Toucher,305,50,2026-01-12,23:59:59
WH02,SKU00096,Lessive Point,351,47,2026-01-12,23:59:59
WH02,SKU00097,Huile Curiosité,76,3,2026-01-12,23:59:59
WH02,SKU00098,Lingettes Discuter,252,39,2026-01-12,23:59:59
WH02,SKU00099,Poulet Gauche,253,3,2026-01-12,23:59:59
WH02,SKU00100,Sucre Émotion,161,26,2026-01-12,23:59:59
