warehouse_code,sku,product_name,available_quantity,reserved_quantity,snapshot_date,snapshot_time
WH01,SKU00001,Boeuf Oreille,355,30,2026-01-12,23:59:59
WH01,SKU00002,Crème Projet,492,84,2026-01-12,23:59:59
WH01,SKU00003,Biscuits Part,85,17,2026-01-12,23:59:59
WH01,SKU00004,Saumon Comme,303,22,2026-01-12,23:59:59
WH01,SKU00005,Porc Étonner,40,4,2026-01-12,23:59:59
WH01,SKU00006,Huile Enfin,180,24,2026-01-12,23:59:59
WH01,SKU00007,Jus Beau,98,8,2026-01-12,23:59:59
WH01,SKU00008,Riz Inutile,18,0,2026-01-12,23:59:59
WH01,SKU00009,Tomates Ami,285,50,2026-01-12,23:59:59
WH01,SKU00010,Déodorant Saisir,181,32,2026-01-12,23:59:59
WH01,SKU00011,Frites Remonter,0,0,2026-01-12,23:59:59
WH01,SKU00012,Boeuf Entourer,176,22,2026-01-12,23:59:59
WH01,SKU00013,Petits pots Saison,278,47,2026-01-12,23:59:59
WH01,SKU00014,Eau En,40,1,2026-01-12,23:59:59
WH01,SKU00015,Crème Accuser,164,28,2026-01-12,23:59:59
WH01,SKU00016,Crème Boire,133,8,2026-01-12,23:59:59
WH01,SKU00017,Soda Vol,367,50,2026-01-12,23:59:59
WH01,SKU00018,Liquide vaisselle Sourire,342,46,2026-01-12,23:59:59
WH01,SKU00019,Liquide vaisselle Baisser,127,19,2026-01-12,23:59:59
WH01,SKU00020,Riz Ensuite,341,14,2026-01-12,23:59:59
WH01,SKU00021,Bananes Bien,471,50,2026-01-12,23:59:59
WH01,SKU00022,Savon Approcher,24,3,2026-01-12,23:59:59
WH01,SKU00023,Pâtes Inconnu,420,60,2026-01-12,23:59:59
WH01,SKU00024,Oranges Boire,1,0,2026-01-12,23:59:59
WH01,SKU00025,Conserves Problème,145,0,2026-01-12,23:59:59
WH01,SKU00026,Thon Espace,300,15,2026-01-12,23:59:59
WH01,SKU00027,Poisson pané Flot,456,1,2026-01-12,23:59:59
WH01,SKU00028,Carottes Tranquille,367,39,2026-01-12,23:59:59
WH01,SKU00029,Nettoyant Poids,163,19,2026-01-12,23:59:59
WH01,SKU00030,Pommes Eh,60,8,2026-01-12,23:59:59
WH01,SKU00031,Porc Rapport,141,0,2026-01-12,23:59:59
WH01,SKU00032,Conserves Conscience,389,31,2026-01-12,23:59:59
WH01,SKU00033,Sauce tomate Réunir,309,59,2026-01-12,23:59:59
WH01,SKU00034,Eau Rien,403,69,2026-01-12,23:59:59
WH01,SKU00035,Biscuits Peur,76,5,2026-01-12,23:59:59
WH01,SKU00036,Crème Étage,41,8,2026-01-12,23:59:59
WH01,SKU00037,Chocolat Peur,12,2,2026-01-12,23:59:59
WH01,SKU00038,Sauce tomate Montrer,107,18,2026-01-12,23:59:59
WH01,SKU00039,Crevettes Disparaître,195,25,2026-01-12,23:59:59
WH01,SKU00040,Biscuits Cerveau,393,20,2026-01-12,23:59:59
WH01,SKU00041,Crème Chair,392,5,2026-01-12,23:59:59
WH01,SKU00042,Confiture Toit,122,16,2026-01-12,23:59:59
WH01,SKU00043,Nettoyant Occasion,190,34,2026-01-12,23:59:59
WH01,SKU00044,Bananes Lentement,283,25,2026-01-12,23:59:59
WH01,SKU00045,Thon Note,350,35,2026-01-12,23:59:59
WH01,SKU00046,Biscuits Moyen,321,2,2026-01-12,23:59:59
WH01,SKU00047,Saumon Perdu,337,56,2026-01-12,23:59:59
WH01,SKU00048,Biscuits Avancer,273,34,2026-01-12,23:59:59
WH01,SKU00049,Légumes surgelés Trésor,6,0,2026-01-12,23:59:59
WH01,SKU00050,Oranges Terminer,200,20,2026-01-12,23:59:59
WH01,SKU00051,Thé Tant,80,10,2026-01-12,23:59:59
WH01,SKU00052,Légumes surgelés Chambre,46,6,2026-01-12,23:59:59
WH01,SKU00053,Glace Bas,144,22,2026-01-12,23:59:59
WH01,SKU00054,Sel Moins,223,38,2026-01-12,23:59:59
WH01,SKU00055,Conserves Inviter,105,6,2026-01-12,23:59:59
WH01,SKU00056,Lait infantile Chien,369,30,2026-01-12,23:59:59
WH01,SKU00057,Lait Étrange,175,26,2026-01-12,23:59:59
WH01,SKU00058,Lingettes Distinguer,67,3,2026-01-12,23:59:59
