warehouse_code,sku,product_name,available_quantity,reserved_quantity,snapshot_date,snapshot_time
WH03,SKU00001,Boeuf Oreille,194,0,2026-01-12,23:59:59
WH03,SKU00002,Crème Projet,120,13,2026-01-12,23:59:59
WH03,SKU00003,Biscuits Part,52,6,2026-01-12,23:59:59
WH03,SKU00004,Saumon Comme,430,17,2026-01-12,23:59:59
WH03,SKU00005,Porc Étonner,158,27,2026-01-12,23:59:59
WH03,SKU00006,Huile Enfin,15,3,2026-01-12,23:59:59
WH03,SKU00007,Jus Beau,5,1,2026-01-12,23:59:59
WH03,SKU00008,Riz Inutile,229,40,2026-01-12,23:59:59
WH03,SKU00009,Tomates Ami,78,13,2026-01-12,23:59:59
WH03,SKU00010,Déodorant Saisir,461,51,2026-01-12,23:59:59
WH03,SKU00011,Frites Remonter,8,0,2026-01-12,23:59:59
WH03,SKU00012,Boeuf Entourer,100,11,2026-01-12,23:59:59
WH03,SKU00013,Petits pots Saison,409,8,2026-01-12,23:59:59
WH03,SKU00014,Eau En,187,32,2026-01-12,23:59:59
WH03,SKU00015,Crème Accuser,186,1,2026-01-12,23:59:59
WH03,SKU00016,Crème Boire,36,5,2026-01-12,23:59:59
WH03,SKU00017,Soda Vol,488,25,2026-01-12,23:59:59
WH03,SKU00018,Liquide vaisselle Sourire,348,0,2026-01-12,23:59:59
WH03,SKU00019,Liquide vaisselle Baisser,34,3,2026-01-12,23:59:59
WH03,SKU00020,Riz Ensuite,117,21,2026-01-12,23:59:59
WH03,SKU00021,Bananes Bien,371,11,2026-01-12,23:59:59
WH03,SKU00022,Savon Approcher,216,31,2026-01-12,23:59:59
WH03,SKU00023,Pâtes Inconnu,414,12,2026-01-12,23:59:59
WH03,SKU00024,Oranges Boire,161,27,2026-01-12,23:59:59
WH03,SKU00025,Conserves Problème,27,2,2026-01-12,23:59:59
WH03,SKU00026,Thon Espace,269,28,2026-01-12,23:59:59
WH03,SKU00027,Poisson pané Flot,292,3,2026-01-12,23:59:59
WH03,SKU00028,Carottes Tranquille,191,8,2026-01-12,23:59:59
WH03,SKU00029,Nettoyant Poids,91,8,2026-01-12,23:59:59
WH03,SKU00030,Pommes Eh,154,2,2026-01-12,23:59:59
WH03,SKU00031,Porc Rapport,107,7,2026-01-12,23:59:59
WH03,SKU00032,Conserves Conscience,302,20,2026-01-12,23:59:59
WH03,SKU00033,Sauce tomate Réunir,157,28,2026-01-12,23:59:59
WH03,SKU00034,Eau Rien,290,16,2026-01-12,23:59:59
WH03,SKU00035,Biscuits Peur,28,5,2026-01-12,23:59:59
WH03,SKU00036,Crème Étage,192,16,2026-01-12,23:59:59
WH03,SKU00037,Chocolat Peur,374,46,2026-01-12,23:59:59
WH03,SKU00038,Sauce tomate Montrer,109,3,2026-01-12,23:59:59
WH03,SKU00039,Crevettes Disparaître,348,40,2026-01-12,23:59:59
WH03,SKU00040,Biscuits Cerveau,355,59,2026-01-12,23:59:59
WH03,SKU00041,Crème Chair,298,3,2026-01-12,23:59:59
WH03,SKU00042,Confiture Toit,163,29,2026-01-12,23:59:59
WH03,SKU00043,Nettoyant Occasion,63,9,2026-01-12,23:59:59
WH03,SKU00044,Bananes Lentement,477,94,2026-01-12,23:59:59
WH03,SKU00045,Thon Note,40,8,2026-01-12,23:59:59
WH03,SKU00046,Biscuits Moyen,326,50,2026-01-12,23:59:59
WH03,SKU00047,Saumon Perdu,222,19,2026-01-12,23:59:59
WH03,SKU00048,Biscuits Avancer,433,51,2026-01-12,23:59:59
WH03,SKU00049,Légumes surgelés Trésor,297,13,2026-01-12,23:59:59
WH03,SKU00050,Oranges Terminer,219,21,2026-01-12,23:59:59
WH03,SKU00051,Thé Tant,198,7,2026-01-12,23:59:59
WH03,SKU00052,Légumes surgelés Chambre,283,15,2026-01-12,23:59:59
WH03,SKU00053,Glace Bas,99,10,2026-01-12,23:59:59
WH03,SKU00054,Sel Moins,365,63,2026-01-12,23:59:59
WH03,SKU00055,Conserves Inviter,135,20,2026-01-12,23:59:59
WH03,SKU00056,Lait infantile Chien,343,58,2026-01-12,23:59:59
WH03,SKU00057,Lait Étrange,202,35,2026-01-12,23:59:59
WH03,SKU00058,Lingettes Distinguer,488,0,2026-01-12,23:59:59
WH03,SKU00059,Glace Disparaître,191,29,2026-01-12,23:59:59
WH03,SKU00060,Savon Ramasser,25,1,2026-01-12,23:59:59
WH03,SKU00061,Savon Parent,496,31,2026-01-12,23:59:59
WH03,SKU00062,Huile Côté,381,61,2026-01-12,23:59:59
WH03,SKU00063,Thé Nommer,433,60,2026-01-12,23:59:59
WH03,SKU00064,Pâtes Deviner,410,11,2026-01-12,23:59:59
WH03,SKU00065,Poisson pané Flot,277,16,2026-01-12,23:59:59
WH03,SKU00066,Soda Peau,125,0,2026-01-12,23:59:59
WH03,SKU00067,Céréales Étranger,412,82,2026-01-12,23:59:59
WH03,SKU00068,Crème Bras,51,9,2026-01-12,23:59:59
WH03,SKU00069,Glace Pain,95,5,2026-01-12,23:59:59
WH03,SKU00070,Dentifrice Rejoindre,13,2,2026-01-12,23:59:59
WH03,SKU00071,Thon Chaleur,184,27,2026-01-12,23:59:59
WH03,SKU00072,Crevettes Autorité,250,15,2026-01-12,23:59:59
WH03,SKU00073,Yaourt Tenir,111,6,2026-01-12,23:59:59
WH03,SKU00074,Confiture Rassurer,435,18,2026-01-12,23:59:59
WH03,SKU00075,Couches Aide,353,61,2026-01-12,23:59:59
WH03,SKU00076,Lingettes Certainement,108,21,2026-01-12,23:59:59
WH03,SKU00077,Nettoyant Éprouver,68,3,2026-01-12,23:59:59
WH03,SKU00078,Thon Dehors,289,55,2026-01-12,23:59:59
WH03,SKU00079,Éponges Monter,207,18,2026-01-12,23:59:59
WH03,SKU00080,Confiture Poids,132,1,2026-01-12,23:59:59
WH03,SKU00081,Crème Pleurer,95,17,2026-01-12,23:59:59
WH03,SKU00082,Beurre Également,471,17,2026-01-12,23:59:59
WH03,SKU00083,Miel Mode,164,15,2026-01-12,23:59:59
WH03,SKU00084,Crème Baisser,390,20,2026-01-12,23:59:59
WH03,SKU00085,Biscuits Défendre,417,50,2026-01-12,23:59:59
WH03,SKU00086,Éponges Manier,478,58,2026-01-12,23:59:59
WH03,SKU00087,Confiture Absence,192,37,2026-01-12,23:59:59
WH03,SKU00088,Yaourt Mémoire,334,23,2026-01-12,23:59:59
WH03,SKU00089,Biscuits Faute,132,5,2026-01-12,23:59:59
WH03,SKU00090,Laitue Parvenir,224,30,2026-01-12,23:59:59
WH03,SKU00091,Lait infantile Fortune,470,30,2026-01-12,23:59:59
WH03,SKU00092,Shampoing Nord,318,20,2026-01-12,23:59:59
WH03,SKU00093,Lait infantile Vif,114,17,2026-01-12,23:59:59
WH03,SKU00094,Poisson pané Rencontrer,444,43,2026-01-12,23:59:59
WH03,SKU00095,Boeuf Toucher,333,18,2026-01-12,23:59:59
WH03,SKU00096,Lessive Point,23,1,2026-01-12,23:59:59
WH03,SKU00097,Huile Curiosité,122,21,2026-01-12,23:59:59
WH03,SKU00098,Lingettes Discuter,93,0,2026-01-12,23:59:59
WH03,SKU00099,Poulet Gauche,294,6,2026-01-12,23:59:59
WH03,SKU00100,Sucre Émotion,128,22,2026-01-12,23:59:59
