warehouse_code,sku,product_name,available_quantity,reserved_quantity,snapshot_date,snapshot_time
WH03,SKU00001,Boeuf Oreille,354,58,2026-01-14,23:59:59
WH03,SKU00002,Crème Projet,134,10,2026-01-14,23:59:59
WH03,SKU00003,Biscuits Part,203,27,2026-01-14,23:59:59
WH03,SKU00004,Saumon Comme,304,35,2026-01-14,23:59:59
WH03,SKU00005,Porc Étonner,112,21,2026-01-14,23:59:59
WH03,SKU00006,Huile Enfin,316,44,2026-01-14,23:59:59
WH03,SKU00007,Jus Beau,292,41,2026-01-14,23:59:59
WH03,SKU00008,Riz Inutile,20,3,2026-01-14,23:59:59
WH03,SKU00009,Tomates Ami,132,4,2026-01-14,23:59:59
WH03,SKU00010,Déodorant Saisir,311,62,2026-01-14,23:59:59
WH03,SKU00011,Frites Remonter,140,2,2026-01-14,23:59:59
WH03,SKU00012,Boeuf Entourer,156,9,2026-01-14,23:59:59
WH03,SKU00013,Petits pots Saison,340,2,2026-01-14,23:59:59
WH03,SKU00014,Eau En,148,19,2026-01-14,23:59:59
WH03,SKU00015,Crème Accuser,183,29,2026-01-14,23:59:59
WH03,SKU00016,Crème Boire,476,83,2026-01-14,23:59:59
WH03,SKU00017,Soda Vol,226,27,2026-01-14,23:59:59
WH03,SKU00018,Liquide vaisselle Sourire,91,10,2026-01-14,23:59:59
WH03,SKU00019,Liquide vaisselle Baisser,434,24,2026-01-14,23:59:59
WH03,SKU00020,Riz Ensuite,345,68,2026-01-14,23:59:59
WH03,SKU00021,Bananes Bien,147,14,2026-01-14,23:59:59
WH03,SKU00022,Savon Approcher,207,24,2026-01-14,23:59:59
WH03,SKU00023,Pâtes Inconnu,309,5,2026-01-14,23:59:59
WH03,SKU00024,Oranges Boire,449,76,2026-01-14,23:59:59
WH03,SKU00025,Conserves Problème,412,44,2026-01-14,23:59:59
WH03,SKU00026,Thon Espace,99,1,2026-01-14,23:59:59
WH03,SKU00027,Poisson pané Flot,49,6,2026-01-14,23:59:59
WH03,SKU00028,Carottes Tranquille,480,36,2026-01-14,23:59:59
WH03,SKU00029,Nettoyant Poids,253,8,2026-01-14,23:59:59
WH03,SKU00030,Pommes Eh,268,40,2026-01-14,23:59:59
WH03,SKU00031,Porc Rapport,205,7,2026-01-14,23:59:59
WH03,SKU00032,Conserves Conscience,240,18,2026-01-14,23:59:59
WH03,SKU00033,Sauce tomate Réunir,344,48,2026-01-14,23:59:59
WH03,SKU00034,Eau Rien,455,66,2026-01-14,23:59:59
WH03,SKU00035,Biscuits Peur,163,0,2026-01-14,23:59:59
WH03,SKU00036,Crème Étage,68,12,2026-01-14,23:59:59
WH03,SKU00037,Chocolat Peur,492,87,2026-01-14,23:59:59
WH03,SKU00038,Sauce tomate Montrer,198,8,2026-01-14,23:59:59
WH03,SKU00039,Crevettes Disparaître,311,51,2026-01-14,23:59:59
WH03,SKU00040,Biscuits Cerveau,228,24,2026-01-14,23:59:59
WH03,SKU00041,Crème Chair,43,1,2026-01-14,23:59:59
WH03,SKU00042,Confiture Toit,388,49,2026-01-14,23:59:59
WH03,SKU00043,Nettoyant Occasion,198,8,2026-01-14,23:59:59
WH03,SKU00044,Bananes Lentement,393,69,2026-01-14,23:59:59
WH03,SKU00045,Thon Note,204,27,2026-01-14,23:59:59
WH03,SKU00046,Biscuits Moyen,4,0,2026-01-14,23:59:59
WH03,SKU00047,Saumon Perdu,157,8,2026-01-14,23:59:59
WH03,SKU00048,Biscuits Avancer,138,25,2026-01-14,23:59:59
WH03,SKU00049,Légumes surgelés Trésor,481,51,2026-01-14,23:59:59
WH03,SKU00050,Oranges Terminer,448,70,2026-01-14,23:59:59
WH03,SKU00051,Thé Tant,304,58,2026-01-14,23:59:59
WH03,SKU00052,Légumes surgelés Chambre,323,52,2026-01-14,23:59:59
WH03,SKU00053,Glace Bas,247,41,2026-01-14,23:59:59
WH03,SKU00054,Sel Moins,23,0,2026-01-14,23:59:59
WH03,SKU00055,Conserves Inviter,202,23,2026-01-14,23:59:59
WH03,SKU00056,Lait infantile Chien,193,10,2026-01-14,23:59:59
WH03,SKU00057,Lait Étrange,429,63,2026-01-14,23:59:59
WH03,SKU00058,Lingettes Distinguer,381,62,2026-01-14,23:59:59
WH03,SKU00059,Glace Disparaître,420,37,2026-01-14,23:59:59
WH03,SKU00060,Savon Ramasser,22,1,2026-01-14,23:59:59
WH03,SKU00061,Savon Parent,32,2,2026-01-14,23:59:59
WH03,SKU00062,Huile Côté,420,63,2026-01-14,23:59:59
WH03,SKU00063,Thé Nommer,487,16,2026-01-14,23:59:59
WH03,SKU00064,Pâtes Deviner,105,2,2026-01-14,23:59:59
