warehouse_code,sku,product_name,available_quantity,reserved_quantity,snapshot_date,snapshot_time
WH02,SKU00001,Boeuf Oreille,216,5,2026-01-14,23:59:59
WH02,SKU00002,Crème Projet,78,7,2026-01-14,23:59:59
WH02,SKU00003,Biscuits Part,106,4,2026-01-14,23:59:59
WH02,SKU00004,Saumon Comme,38,3,2026-01-14,23:59:59
WH02,SKU00005,Porc Étonner,143,18,2026-01-14,23:59:59
WH02,SKU00006,Huile Enfin,180,10,2026-01-14,23:59:59
WH02,SKU00007,Jus Beau,492,17,2026-01-14,23:59:59
WH02,SKU00008,Riz Inutile,21,4,2026-01-14,23:59:59
WH02,SKU00009,Tomates Ami,446,33,2026-01-14,23:59:59
WH02,SKU00010,Déodorant Saisir,21,0,2026-01-14,23:59:59
WH02,SKU00011,Frites Remonter,483,27,2026-01-14,23:59:59
WH02,SKU00012,Boeuf Entourer,244,43,2026-01-14,23:59:59
WH02,SKU00013,Petits pots Saison,37,7,2026-01-14,23:59:59
WH02,SKU00014,Eau En,253,23,2026-01-14,23:59:59
WH02,SKU00015,Crème Accuser,267,35,2026-01-14,23:59:59
WH02,SKU00016,Crème Boire,178,24,2026-01-14,23:59:59
WH02,SKU00017,Soda Vol,79,14,2026-01-14,23:59:59
WH02,SKU00018,Liquide vaisselle Sourire,130,17,2026-01-14,23:59:59
WH02,SKU00019,Liquide vaisselle Baisser,3,0,2026-01-14,23:59:59
WH02,SKU00020,Riz Ensuite,204,6,2026-01-14,23:59:59
WH02,SKU00021,Bananes Bien,34,5,2026-01-14,23:59:59
WH02,SKU00022,Savon Approcher,470,23,2026-01-14,23:59:59
WH02,SKU00023,Pâtes Inconnu,463,53,2026-01-14,23:59:59
WH02,SKU00024,Oranges Boire,403,16,2026-01-14,23:59:59
WH02,SKU00025,Conserves Problème,369,4,2026-01-14,23:59:59
WH02,SKU00026,Thon Espace,332,29,2026-01-14,23:59:59
WH02,SKU00027,Poisson pané Flot,469,7,2026-01-14,23:59:59
WH02,SKU00028,Carottes Tranquille,198,37,2026-01-14,23:59:59
WH02,SKU00029,Nettoyant Poids,425,47,2026-01-14,23:59:59
WH02,SKU00030,Pommes Eh,482,9,2026-01-14,23:59:59
WH02,SKU00031,Porc Rapport,219,20,2026-01-14,23:59:59
WH02,SKU00032,Conserves Conscience,251,43,2026-01-14,23:59:59
WH02,SKU00033,Sauce tomate Réunir,47,2,2026-01-14,23:59:59
WH02,SKU00034,Eau Rien,56,1,2026-01-14,23:59:59
WH02,SKU00035,Biscuits Peur,283,27,2026-01-14,23:59:59
WH02,SKU00036,Crème Étage,24,0,2026-01-14,23:59:59
WH02,SKU00037,Chocolat Peur,277,5,2026-01-14,23:59:59
WH02,SKU00038,Sauce tomate Montrer,460,15,2026-01-14,23:59:59
WH02,SKU00039,Crevettes Disparaître,341,16,2026-01-14,23:59:59
WH02,SKU00040,Biscuits Cerveau,442,85,2026-01-14,23:59:59
WH02,SKU00041,Crème Chair,363,29,2026-01-14,23:59:59
WH02,SKU00042,Confiture Toit,447,86,2026-01-14,23:59:59
WH02,SKU00043,Nettoyant Occasion,314,54,2026-01-14,23:59:59
WH02,SKU00044,Bananes Lentement,311,59,2026-01-14,23:59:59
WH02,SKU00045,Thon Note,113,6,2026-01-14,23:59:59
WH02,SKU00046,Biscuits Moyen,30,1,2026-01-14,23:59:59
WH02,SKU00047,Saumon Perdu,166,22,2026-01-14,23:59:59
WH02,SKU00048,Biscuits Avancer,298,55,2026-01-14,23:59:59
WH02,SKU00049,Légumes surgelés Trésor,381,65,2026-01-14,23:59:59
WH02,SKU00050,Oranges Terminer,393,63,2026-01-14,23:59:59
WH02,SKU00051,Thé Tant,297,46,2026-01-14,23:59:59
WH02,SKU00052,Légumes surgelés Chambre,468,17,2026-01-14,23:59:59
WH02,SKU00053,Glace Bas,30,3,2026-01-14,23:59:59
WH02,SKU00054,Sel Moins,403,19,2026-01-14,23:59:59
WH02,SKU00055,Conserves Inviter,113,3,2026-01-14,23:59:59
WH02,SKU00056,Lait infantile Chien,404,36,2026-01-14,23:59:59
WH02,SKU00057,Lait Étrange,417,43,2026-01-14,23:59:59
WH02,SKU00058,Lingettes Distinguer,307,27,2026-01-14,23:59:59
