warehouse_code,sku,product_name,available_quantity,reserved_quantity,snapshot_date,snapshot_time
WH03,SKU00001,Boeuf Oreille,78,12,2026-01-13,23:59:59
WH03,SKU00002,Crème Projet,422,3,2026-01-13,23:59:59
WH03,SKU00003,Biscuits Part,262,11,2026-01-13,23:59:59
WH03,SKU00004,Saumon Comme,498,43,2026-01-13,23:59:59
WH03,SKU00005,Porc Étonner,92,13,2026-01-13,23:59:59
WH03,SKU00006,Huile Enfin,121,23,2026-01-13,23:59:59
WH03,SKU00007,Jus Beau,241,37,2026-01-13,23:59:59
WH03,SKU00008,Riz Inutile,484,33,2026-01-13,23:59:59
WH03,SKU00009,Tomates Ami,362,8,2026-01-13,23:59:59
WH03,SKU00010,Déodorant Saisir,72,14,2026-01-13,23:59:59
WH03,SKU00011,Frites Remonter,259,48,2026-01-13,23:59:59
WH03,SKU00012,Boeuf Entourer,267,24,2026-01-13,23:59:59
WH03,SKU00013,Petits pots Saison,219,37,2026-01-13,23:59:59
WH03,SKU00014,Eau En,53,1,2026-01-13,23:59:59
WH03,SKU00015,Crème Accuser,414,16,2026-01-13,23:59:59
WH03,SKU00016,Crème Boire,344,16,2026-01-13,23:59:59
WH03,SKU00017,Soda Vol,489,25,2026-01-13,23:59:59
WH03,SKU00018,Liquide vaisselle Sourire,407,21,2026-01-13,23:59:59
WH03,SKU00019,Liquide vaisselle Baisser,38,4,2026-01-13,23:59:59
WH03,SKU00020,Riz Ensuite,320,21,2026-01-13,23:59:59
WH03,SKU00021,Bananes Bien,165,10,2026-01-13,23:59:59
WH03,SKU00022,Savon Approcher,412,48,2026-01-13,23:59:59
WH03,SKU00023,Pâtes Inconnu,42,1,2026-01-13,23:59:59
WH03,SKU00024,Oranges Boire,299,31,2026-01-13,23:59:59
WH03,SKU00025,Conserves Problème,404,69,2026-01-13,23:59:59
WH03,SKU00026,Thon Espace,290,51,2026-01-13,23:59:59
WH03,SKU00027,Poisson pané Flot,500,18,2026-01-13,23:59:59
WH03,SKU00028,Carottes Tranquille,431,42,2026-01-13,23:59:59
WH03,SKU00029,Nettoyant Poids,414,79,2026-01-13,23:59:59
WH03,SKU00030,Pommes Eh,442,39,2026-01-13,23:59:59
WH03,SKU00031,Porc Rapport,201,20,2026-01-13,23:59:59
WH03,SKU00032,Conserves Conscience,231,16,2026-01-13,23:59:59
WH03,SKU00033,Sauce tomate Réunir,322,34,2026-01-13,23:59:59
WH03,SKU00034,Eau Rien,193,23,2026-01-13,23:59:59
WH03,SKU00035,Biscuits Peur,358,27,2026-01-13,23:59:59
WH03,SKU00036,Crème Étage,92,11,2026-01-13,23:59:59
WH03,SKU00037,Chocolat Peur,351,40,2026-01-13,23:59:59
WH03,SKU00038,Sauce tomate Montrer,143,9,2026-01-13,23:59:59
WH03,SKU00039,Crevettes Disparaître,473,9,2026-01-13,23:59:59
WH03,SKU00040,Biscuits Cerveau,56,8,2026-01-13,23:59:59
WH03,SKU00041,Crème Chair,49,8,2026-01-13,23:59:59
WH03,SKU00042,Confiture Toit,340,43,2026-01-13,23:59:59
WH03,SKU00043,Nettoyant Occasion,43,3,2026-01-13,23:59:59
WH03,SKU00044,Bananes Lentement,195,28,2026-01-13,23:59:59
WH03,SKU00045,Thon Note,96,16,2026-01-13,23:59:59
WH03,SKU00046,Biscuits Moyen,494,2,2026-01-13,23:59:59
WH03,SKU00047,Saumon Perdu,351,43,2026-01-13,23:59:59
WH03,SKU00048,Biscuits Avancer,73,0,2026-01-13,23:59:59
WH03,SKU00049,Légumes surgelés Trésor,105,17,2026-01-13,23:59:59
WH03,SKU00050,Oranges Terminer,422,82,2026-01-13,23:59:59
WH03,SKU00051,Thé Tant,329,12,2026-01-13,23:59:59
WH03,SKU00052,Légumes surgelés Chambre,353,27,2026-01-13,23:59:59
WH03,SKU00053,Glace Bas,227,27,2026-01-13,23:59:59
WH03,SKU00054,Sel Moins,262,19,2026-01-13,23:59:59
WH03,SKU00055,Conserves Inviter,399,12,2026-01-13,23:59:59
WH03,SKU00056,Lait infantile Chien,274,49,2026-01-13,23:59:59
WH03,SKU00057,Lait Étrange,459,35,2026-01-13,23:59:59
WH03,SKU00058,Lingettes Distinguer,441,63,2026-01-13,23:59:59
WH03,SKU00059,Glace Disparaître,480,10,2026-01-13,23:59:59
WH03,SKU00060,Savon Ramasser,133,12,2026-01-13,23:59:59
WH03,SKU00061,Savon Parent,343,17,2026-01-13,23:59:59
WH03,SKU00062,Huile Côté,84,0,2026-01-13,23:59:59
WH03,SKU00063,Thé Nommer,484,9,2026-01-13,23:59:59
WH03,SKU00064,Pâtes Deviner,133,21,2026-01-13,23:59:59
WH03,SKU00065,Poisson pané Flot,267,15,2026-01-13,23:59:59
WH03,SKU00066,Soda Peau,101,7,2026-01-13,23:59:59
WH03,SKU00067,Céréales Étranger,165,17,2026-01-13,23:59:59
WH03,SKU00068,Crème Bras,499,7,2026-01-13,23:59:59
WH03,SKU00069,Glace Pain,460,12,2026-01-13,23:59:59
WH03,SKU00070,Dentifrice Rejoindre,56,2,2026-01-13,23:59:59
WH03,SKU00071,Thon Chaleur,226,10,2026-01-13,23:59:59
WH03,SKU00072,Crevettes Autorité,277,13,2026-01-13,23:59:59
WH03,SKU00073,Yaourt Tenir,466,49,2026-01-13,23:59:59
WH03,SKU00074,Confiture Rassurer,5,0,2026-01-13,23:59:59
WH03,SKU00075,Couches Aide,0,0,2026-01-13,23:59:59
WH03,SKU00076,Lingettes Certainement,260,30,2026-01-13,23:59:59
WH03,SKU00077,Nettoyant Éprouver,449,50,2026-01-13,23:59:59
WH03,SKU00078,Thon Dehors,471,37,2026-01-13,23:59:59
WH03,SKU00079,Éponges Monter,239,30,2026-01-13,23:59:59
WH03,SKU00080,Confiture Poids,23,4,2026-01-13,23:59:59
WH03,SKU00081,Crème Pleurer,5,1,2026-01-13,23:59:59
WH03,SKU00082,Beurre Également,338,61,2026-01-13,23:59:59
WH03,SKU00083,Miel Mode,222,6,2026-01-13,23:59:59
WH03,SKU00084,Crème Baisser,497,69,2026-01-13,23:59:59
WH03,SKU00085,Biscuits Défendre,121,24,2026-01-13,23:59:59
WH03,SKU00086,Éponges Manier,238,24,2026-01-13,23:59:59
WH03,SKU00087,Confiture Absence,73,11,2026-01-13,23:59:59
WH03,SKU00088,Yaourt Mémoire,309,23,2026-01-13,23:59:59
WH03,SKU00089,Biscuits Faute,1,0,2026-01-13,23:59:59
WH03,SKU00090,Laitue Parvenir,215,41,2026-01-13,23:59:59
WH03,SKU00091,Lait infantile Fortune,247,44,2026-01-13,23:59:59
WH03,SKU00092,Shampoing Nord,429,8,2026-01-13,23:59:59
WH03,SKU00093,Lait infantile Vif,325,53,2026-01-13,23:59:59
WH03,SKU00094,Poisson pané Rencontrer,94,3,2026-01-13,23:59:59
WH03,SKU00095,Boeuf Toucher,255,9,2026-01-13,23:59:59
WH03,SKU00096,Lessive Point,21,2,2026-01-13,23:59:59
WH03,SKU00097,Huile Curiosité,279,33,2026-01-13,23:59:59
WH03,SKU00098,Lingettes Discuter,432,66,2026-01-13,23:59:59
WH03,SKU00099,Poulet Gauche,202,35,2026-01-13,23:59:59
