warehouse_code,sku,product_name,available_quantity,reserved_quantity,snapshot_date,snapshot_time
WH01,SKU00001,Boeuf Oreille,447,40,2026-01-13,23:59:59
WH01,SKU00002,Crème Projet,281,8,2026-01-13,23:59:59
WH01,SKU00003,Biscuits Part,45,2,2026-01-13,23:59:59
WH01,SKU00004,Saumon Comme,197,11,2026-01-13,23:59:59
WH01,SKU00005,Porc Étonner,213,16,2026-01-13,23:59:59
WH01,SKU00006,Huile Enfin,111,19,2026-01-13,23:59:59
WH01,SKU00007,Jus Beau,189,25,2026-01-13,23:59:59
WH01,SKU00008,Riz Inutile,244,41,2026-01-13,23:59:59
WH01,SKU00009,Tomates Ami,262,17,2026-01-13,23:59:59
WH01,SKU00010,Déodorant Saisir,147,23,2026-01-13,23:59:59
WH01,SKU00011,Frites Remonter,202,0,2026-01-13,23:59:59
WH01,SKU00012,Boeuf Entourer,228,35,2026-01-13,23:59:59
WH01,SKU00013,Petits pots Saison,312,49,2026-01-13,23:59:59
WH01,SKU00014,Eau En,426,2,2026-01-13,23:59:59
WH01,SKU00015,Crème Accuser,425,61,2026-01-13,23:59:59
WH01,SKU00016,Crème Boire,425,43,2026-01-13,23:59:59
WH01,SKU00017,Soda Vol,42,1,2026-01-13,23:59:59
WH01,SKU00018,Liquide vaisselle Sourire,310,32,2026-01-13,23:59:59
WH01,SKU00019,Liquide vaisselle Baisser,33,3,2026-01-13,23:59:59
WH01,SKU00020,Riz Ensuite,247,23,2026-01-13,23:59:59
WH01,SKU00021,Bananes Bien,189,4,2026-01-13,23:59:59
WH01,SKU00022,Savon Approcher,78,8,2026-01-13,23:59:59
WH01,SKU00023,Pâtes Inconnu,153,3,2026-01-13,23:59:59
WH01,SKU00024,Oranges Boire,406,39,2026-01-13,23:59:59
WH01,SKU00025,Conserves Problème,309,49,2026-01-13,23:59:59
WH01,SKU00026,Thon Espace,84,10,2026-01-13,23:59:59
WH01,SKU00027,Poisson pané Flot,105,21,2026-01-13,23:59:59
WH01,SKU00028,Carottes Tranquille,51,6,2026-01-13,23:59:59
WH01,SKU00029,Nettoyant Poids,469,35,2026-01-13,23:59:59
WH01,SKU00030,Pommes Eh,317,22,2026-01-13,23:59:59
WH01,SKU00031,Porc Rapport,266,48,2026-01-13,23:59:59
WH01,SKU00032,Conserves Conscience,344,31,2026-01-13,23:59:59
WH01,SKU00033,Sauce tomate Réunir,264,49,2026-01-13,23:59:59
WH01,SKU00034,Eau Rien,329,43,2026-01-13,23:59:59
WH01,SKU00035,Biscuits Peur,339,60,2026-01-13,23:59:59
WH01,SKU00036,Crème Étage,139,14,2026-01-13,23:59:59
WH01,SKU00037,Chocolat Peur,227,27,2026-01-13,23:59:59
WH01,SKU00038,Sauce tomate Montrer,179,24,2026-01-13,23:59:59
WH01,SKU00039,Crevettes Disparaître,399,40,2026-01-13,23:59:59
WH01,SKU00040,Biscuits Cerveau,298,57,2026-01-13,23:59:59
WH01,SKU00041,Crème Chair,18,3,2026-01-13,23:59:59
WH01,SKU00042,Confiture Toit,9,1,2026-01-13,23:59:59
WH01,SKU00043,Nettoyant Occasion,166,19,2026-01-13,23:59:59
WH01,SKU00044,Bananes Lentement,371,33,2026-01-13,23:59:59
WH01,SKU00045,Thon Note,332,26,2026-01-13,23:59:59
WH01,SKU00046,Biscuits Moyen,326,39,2026-01-13,23:59:59
WH01,SKU00047,Saumon Perdu,113,13,2026-01-13,23:59:59
WH01,SKU00048,Biscuits Avancer,274,30,2026-01-13,23:59:59
WH01,SKU00049,Légumes surgelés Trésor,336,63,2026-01-13,23:59:59
WH01,SKU00050,Oranges Terminer,52,5,2026-01-13,23:59:59
WH01,SKU00051,Thé Tant,440,52,2026-01-13,23:59:59
WH01,SKU00052,Légumes surgelés Chambre,409,72,2026-01-13,23:59:59
WH01,SKU00053,Glace Bas,89,4,2026-01-13,23:59:59
WH01,SKU00054,Sel Moins,371,0,2026-01-13,23:59:59
WH01,SKU00055,Conserves Inviter,424,74,2026-01-13,23:59:59
WH01,SKU00056,Lait infantile Chien,136,24,2026-01-13,23:59:59
WH01,SKU00057,Lait Étrange,313,54,2026-01-13,23:59:59
WH01,SKU00058,Lingettes Distinguer,459,6,2026-01-13,23:59:59
WH01,SKU00059,Glace Disparaître,249,25,2026-01-13,23:59:59
WH01,SKU00060,Savon Ramasser,484,88,2026-01-13,23:59:59
WH01,SKU00061,Savon Parent,123,9,2026-01-13,23:59:59
WH01,SKU00062,Huile Côté,442,14,2026-01-13,23:59:59
WH01,SKU00063,Thé Nommer,177,13,2026-01-13,23:59:59
WH01,SKU00064,Pâtes Deviner,184,29,2026-01-13,23:59:59
WH01,SKU00065,Poisson pané Flot,238,7,2026-01-13,23:59:59
WH01,SKU00066,Soda Peau,26,5,2026-01-13,23:59:59
WH01,SKU00067,Céréales Étranger,24,0,2026-01-13,23:59:59
WH01,SKU00068,Crème Bras,63,5,2026-01-13,23:59:59
WH01,SKU00069,Glace Pain,329,32,2026-01-13,23:59:59
WH01,SKU00070,Dentifrice Rejoindre,236,29,2026-01-13,23:59:59
WH01,SKU00071,Thon Chaleur,439,29,2026-01-13,23:59:59
WH01,SKU00072,Crevettes Autorité,392,36,2026-01-13,23:59:59
WH01,SKU00073,Yaourt Tenir,314,61,2026-01-13,23:59:59
WH01,SKU00074,Confiture Rassurer,134,7,2026-01-13,23:59:59
WH01,SKU00075,Couches Aide,339,9,2026-01-13,23:59:59
WH01,SKU00076,Lingettes Certainement,419,33,2026-01-13,23:59:59
WH01,SKU00077,Nettoyant Éprouver,355,68,2026-01-13,23:59:59
WH01,SKU00078,Thon Dehors,247,8,2026-01-13,23:59:59
WH01,SKU00079,Éponges Monter,88,11,2026-01-13,23:59:59
WH01,SKU00080,Confiture Poids,482,46,2026-01-13,23:59:59
WH01,SKU00081,Crème Pleurer,239,32,2026-01-13,23:59:59
WH01,SKU00082,Beurre Également,172,25,2026-01-13,23:59:59
WH01,SKU00083,Miel Mode,130,3,2026-01-13,23:59:59
WH01,SKU00084,Crème Baisser,114,10,2026-01-13,23:59:59
WH01,SKU00085,Biscuits Défendre,138,20,2026-01-13,23:59:59
WH01,SKU00086,Éponges Manier,494,93,2026-01-13,23:59:59
WH01,SKU00087,Confiture Absence,324,62,2026-01-13,23:59:59
WH01,SKU00088,Yaourt Mémoire,158,6,2026-01-13,23:59:59
WH01,SKU00089,Biscuits Faute,201,34,2026-01-13,23:59:59
WH01,SKU00090,Laitue Parvenir,168,23,2026-01-13,23:59:59
WH01,SKU00091,Lait infantile Fortune,239,13,2026-01-13,23:59:59
WH01,SKU00092,Shampoing Nord,317,40,2026-01-13,23:59:59
WH01,SKU00093,Lait infantile Vif,77,7,2026-01-13,23:59:59
WH01,SKU00094,Poisson pané Rencontrer,440,18,2026-01-13,23:59:59
WH01,SKU00095,Boeuf Toucher,274,23,2026-01-13,23:59:59
WH01,SKU00096,Lessive Point,494,47,2026-01-13,23:59:59
WH01,SKU00097,Huile Curiosité,178,35,2026-01-13,23:59:59
WH01,SKU00098,Lingettes Discuter,9,1,2026-01-13,23:59:59
WH01,SKU00099,Poulet Gauche,248,47,2026-01-13,23:59:59
WH01,SKU00100,Sucre Émotion,306,19,2026-01-13,23:59:59
