warehouse_code,sku,product_name,available_quantity,reserved_quantity,snapshot_date,snapshot_time
WH02,SKU00001,Boeuf Oreille,426,62,2026-01-13,23:59:59
WH02,SKU00002,Crème Projet,185,32,2026-01-13,23:59:59
WH02,SKU00003,Biscuits Part,50,10,2026-01-13,23:59:59
WH02,SKU00004,Saumon Comme,209,25,2026-01-13,23:59:59
WH02,SKU00005,Porc Étonner,22,1,2026-01-13,23:59:59
WH02,SKU00006,Huile Enfin,403,67,2026-01-13,23:59:59
WH02,SKU00007,Jus Beau,395,33,2026-01-13,23:59:59
WH02,SKU00008,Riz Inutile,321,15,2026-01-13,23:59:59
WH02,SKU00009,Tomates Ami,397,24,2026-01-13,23:59:59
WH02,SKU00010,Déodorant Saisir,210,10,2026-01-13,23:59:59
WH02,SKU00011,Frites Remonter,122,6,2026-01-13,23:59:59
WH02,SKU00012,Boeuf Entourer,379,38,2026-01-13,23:59:59
WH02,SKU00013,Petits pots Saison,227,0,2026-01-13,23:59:59
WH02,SKU00014,Eau En,153,0,2026-01-13,23:59:59
WH02,SKU00015,Crème Accuser,238,6,2026-01-13,23:59:59
WH02,SKU00016,Crème Boire,128,12,2026-01-13,23:59:59
WH02,SKU00017,Soda Vol,413,75,2026-01-13,23:59:59
WH02,SKU00018,Liquide vaisselle Sourire,499,56,2026-01-13,23:59:59
WH02,SKU00019,Liquide vaisselle Baisser,324,12,2026-01-13,23:59:59
WH02,SKU00020,Riz Ensuite,130,23,2026-01-13,23:59:59
WH02,SKU00021,Bananes Bien,252,42,2026-01-13,23:59:59
WH02,SKU00022,Savon Approcher,302,31,2026-01-13,23:59:59
WH02,SKU00023,Pâtes Inconnu,368,31,2026-01-13,23:59:59
WH02,SKU00024,Oranges Boire,498,37,2026-01-13,23:59:59
WH02,SKU00025,Conserves Problème,63,8,2026-01-13,23:59:59
WH02,SKU00026,Thon Espace,178,20,2026-01-13,23:59:59
WH02,SKU00027,Poisson pané Flot,292,21,2026-01-13,23:59:59
WH02,SKU00028,Carottes Tranquille,21,4,2026-01-13,23:59:59
WH02,SKU00029,Nettoyant Poids,364,27,2026-01-13,23:59:59
WH02,SKU00030,Pommes Eh,255,18,2026-01-13,23:59:59
WH02,SKU00031,Porc Rapport,190,25,2026-01-13,23:59:59
WH02,SKU00032,Conserves Conscience,18,0,2026-01-13,23:59:59
WH02,SKU00033,Sauce tomate Réunir,236,1,2026-01-13,23:59:59
WH02,SKU00034,Eau Rien,97,19,2026-01-13,23:59:59
WH02,SKU00035,Biscuits Peur,422,49,2026-01-13,23:59:59
WH02,SKU00036,Crème Étage,51,0,2026-01-13,23:59:59
WH02,SKU00037,Chocolat Peur,39,7,2026-01-13,23:59:59
WH02,SKU00038,Sauce tomate Montrer,178,1,2026-01-13,23:59:59
WH02,SKU00039,Crevettes Disparaître,337,5,2026-01-13,23:59:59
WH02,SKU00040,Biscuits Cerveau,388,13,2026-01-13,23:59:59
WH02,SKU00041,Crème Chair,224,2,2026-01-13,23:59:59
WH02,SKU00042,Confiture Toit,481,49,2026-01-13,23:59:59
WH02,SKU00043,Nettoyant Occasion,235,36,2026-01-13,23:59:59
WH02,SKU00044,Bananes Lentement,404,34,2026-01-13,23:59:59
WH02,SKU00045,Thon Note,294,2,2026-01-13,23:59:59
WH02,SKU00046,Biscuits Moyen,250,34,2026-01-13,23:59:59
WH02,SKU00047,Saumon Perdu,221,44,2026-01-13,23:59:59
WH02,SKU00048,Biscuits Avancer,305,11,2026-01-13,23:59:59
WH02,SKU00049,Légumes surgelés Trésor,483,67,2026-01-13,23:59:59
WH02,SKU00050,Oranges Terminer,160,20,2026-01-13,23:59:59
WH02,SKU00051,Thé Tant,348,12,2026-01-13,23:59:59
WH02,SKU00052,Légumes surgelés Chambre,203,9,2026-01-13,23:59:59
WH02,SKU00053,Glace Bas,56,11,2026-01-13,23:59:59
WH02,SKU00054,Sel Moins,408,46,2026-01-13,23:59:59
WH02,SKU00055,Conserves Inviter,296,51,2026-01-13,23:59:59
WH02,SKU00056,Lait infantile Chien,399,30,2026-01-13,23:59:59
WH02,SKU00057,Lait Étrange,340,54,2026-01-13,23:59:59
WH02,SKU00058,Lingettes Distinguer,227,25,2026-01-13,23:59:59
WH02,SKU00059,Glace Disparaître,346,31,2026-01-13,23:59:59
WH02,SKU00060,Savon Ramasser,180,12,2026-01-13,23:59:59
WH02,SKU00061,Savon Parent,404,54,2026-01-13,23:59:59
WH02,SKU00062,Huile Côté,249,15,2026-01-13,23:59:59
WH02,SKU00063,Thé Nommer,188,22,2026-01-13,23:59:59
WH02,SKU00064,Pâtes Deviner,360,67,2026-01-13,23:59:59
WH02,SKU00065,Poisson pané Flot,304,26,2026-01-13,23:59:59
WH02,SKU00066,Soda Peau,23,3,2026-01-13,23:59:59
WH02,SKU00067,Céréales Étranger,29,3,2026-01-13,23:59:59
WH02,SKU00068,Crème Bras,65,2,2026-01-13,23:59:59
WH02,SKU00069,Glace Pain,273,34,2026-01-13,23:59:59
WH02,SKU00070,Dentifrice Rejoindre,109,8,2026-01-13,23:59:59
WH02,SKU00071,Thon Chaleur,398,10,2026-01-13,23:59:59
WH02,SKU00072,Crevettes Autorité,495,27,2026-01-13,23:59:59
WH02,SKU00073,Yaourt Tenir,118,11,2026-01-13,23:59:59
WH02,SKU00074,Confiture Rassurer,419,13,2026-01-13,23:59:59
WH02,SKU00075,Couches Aide,385,24,2026-01-13,23:59:59
WH02,SKU00076,Lingettes Certainement,313,0,2026-01-13,23:59:59
WH02,SKU00077,Nettoyant Éprouver,38,4,2026-01-13,23:59:59
WH02,SKU00078,Thon Dehors,97,1,2026-01-13,23:59:59
WH02,SKU00079,Éponges Monter,309,29,2026-01-13,23:59:59
WH02,SKU00080,Confiture Poids,466,39,2026-01-13,23:59:59
WH02,SKU00081,Crème Pleurer,84,15,2026-01-13,23:59:59
WH02,SKU00082,Beurre Également,325,39,2026-01-13,23:59:59
WH02,SKU00083,Miel Mode,499,78,2026-01-13,23:59:59
WH02,SKU00084,Crème Baisser,116,13,2026-01-13,23:59:59
WH02,SKU00085,Biscuits Défendre,207,14,2026-01-13,23:59:59
WH02,SKU00086,Éponges Manier,160,30,2026-01-13,23:59:59
WH02,SKU00087,Confiture Absence,364,72,2026-01-13,23:59:59
WH02,SKU00088,Yaourt Mémoire,211,28,2026-01-13,23:59:59
WH02,SKU00089,Biscuits Faute,393,8,2026-01-13,23:59:59
WH02,SKU00090,Laitue Parvenir,486,88,2026-01-13,23:59:59
WH02,SKU00091,Lait infantile Fortune,137,16,2026-01-13,23:59:59
WH02,SKU00092,Shampoing Nord,493,2,2026-01-13,23:59:59
WH02,SKU00093,Lait infantile Vif,100,0,2026-01-13,23:59:59
