order_id,store_id,order_date,order_time,sku,product_name,quantity
ORD-2026-01-11-S04-0001,STORE04,2026-01-11,14:43:59,SKU00016,Crème Boire,1
ORD-2026-01-11-S04-0001,STORE04,2026-01-11,14:43:59,SKU00073,Yaourt Tenir,4
ORD-2026-01-11-S04-0001,STORE04,2026-01-11,14:43:59,SKU00056,Lait infantile Chien,4
ORD-2026-01-11-S04-0001,STORE04,2026-01-11,14:43:59,SKU00074,Confiture Rassurer,1
ORD-2026-01-11-S04-0001,STORE04,2026-01-11,14:43:59,SKU00070,Dentifrice Rejoindre,4
ORD-2026-01-11-S04-0001,STORE04,2026-01-11,14:43:59,SKU00097,Huile Curiosité,4
ORD-2026-01-11-S04-0001,STORE04,2026-01-11,14:43:59,SKU00048,Biscuits Avancer,2
ORD-2026-01-11-S04-0002,STORE04,2026-01-11,16:49:51,SKU00064,Pâtes Deviner,2
ORD-2026-01-11-S04-0002,STORE04,2026-01-11,16:49:51,SKU00098,Lingettes Discuter,1
ORD-2026-01-11-S04-0002,STORE04,2026-01-11,16:49:51,SKU00096,Lessive Point,3
ORD-2026-01-11-S04-0002,STORE04,2026-01-11,16:49:51,SKU00073,Yaourt Tenir,1
ORD-2026-01-11-S04-0002,STORE04,2026-01-11,16:49:51,SKU00032,Conserves Conscience,4
ORD-2026-01-11-S04-0002,STORE04,2026-01-11,16:49:51,SKU00090,Laitue Parvenir,5
ORD-2026-01-11-S04-0002,STORE04,2026-01-11,16:49:51,SKU00034,Eau Rien,2
ORD-2026-01-11-S04-0003,STORE04,2026-01-11,18:53:10,SKU00085,Biscuits Défendre,2
ORD-2026-01-11-S04-0003,STORE04,2026-01-11,18:53:10,SKU00015,Crème Accuser,2
ORD-2026-01-11-S04-0004,STORE04,2026-01-11,13:43:10,SKU00038,Sauce tomate Montrer,1
ORD-2026-01-11-S04-0004,STORE04,2026-01-11,13:43:10,SKU00040,Biscuits Cerveau,4
ORD-2026-01-11-S04-0004,STORE04,2026-01-11,13:43:10,SKU00010,Déodorant Saisir,3
ORD-2026-01-11-S04-0004,STORE04,2026-01-11,13:43:10,SKU00018,Liquide vaisselle Sourire,1
ORD-2026-01-11-S04-0004,STORE04,2026-01-11,13:43:10,SKU00062,Huile Côté,3
ORD-2026-01-11-S04-0004,STORE04,2026-01-11,13:43:10,SKU00001,Boeuf Oreille,5
ORD-2026-01-11-S04-0005,STORE04,2026-01-11,9:43:16,SKU00057,Lait Étrange,4
ORD-2026-01-11-S04-0005,STORE04,2026-01-11,9:43:16,SKU00016,Crème Boire,5
ORD-2026-01-11-S04-0005,STORE04,2026-01-11,9:43:16,SKU00089,Biscuits Faute,2
ORD-2026-01-11-S04-0005,STORE04,2026-01-11,9:43:16,SKU00062,Huile Côté,1
ORD-2026-01-11-S04-0005,STORE04,2026-01-11,9:43:16,SKU00040,Biscuits Cerveau,5
ORD-2026-01-11-S04-0005,STORE04,2026-01-11,9:43:16,SKU00048,Biscuits Avancer,2
ORD-2026-01-11-S04-0005,STORE04,2026-01-11,9:43:16,SKU00074,Confiture Rassurer,1
ORD-2026-01-11-S04-0005,STORE04,2026-01-11,9:43:16,SKU00028,Carottes Tranquille,5
ORD-2026-01-11-S04-0006,STORE04,2026-01-11,13:36:25,SKU00082,Beurre Également,4
ORD-2026-01-11-S04-0006,STORE04,2026-01-11,13:36:25,SKU00025,Conserves Problème,5
ORD-2026-01-11-S04-0006,STORE04,2026-01-11,13:36:25,SKU00079,Éponges Monter,1
ORD-2026-01-11-S04-0007,STORE04,2026-01-11,17:34:49,SKU00083,Miel Mode,3
ORD-2026-01-11-S04-0007,STORE04,2026-01-11,17:34:49,SKU00079,Éponges Monter,2
ORD-2026-01-11-S04-0007,STORE04,2026-01-11,17:34:49,SKU00021,Bananes Bien,4
ORD-2026-01-11-S04-0007,STORE04,2026-01-11,17:34:49,SKU00035,Biscuits Peur,5
ORD-2026-01-11-S04-0007,STORE04,2026-01-11,17:34:49,SKU00072,Crevettes Autorité,5
ORD-2026-01-11-S04-0007,STORE04,2026-01-11,17:34:49,SKU00030,Pommes Eh,5
ORD-2026-01-11-S04-0007,STORE04,2026-01-11,17:34:49,SKU00058,Lingettes Distinguer,3
ORD-2026-01-11-S04-0007,STORE04,2026-01-11,17:34:49,SKU00087,Confiture Absence,5
ORD-2026-01-11-S04-0007,STORE04,2026-01-11,17:34:49,SKU00094,Poisson pané Rencontrer,1
ORD-2026-01-11-S04-0008,STORE04,2026-01-11,10:57:58,SKU00058,Lingettes Distinguer,1
ORD-2026-01-11-S04-0008,STORE04,2026-01-11,10:57:58,SKU00042,Confiture Toit,3
ORD-2026-01-11-S04-0008,STORE04,2026-01-11,10:57:58,SKU00098,Lingettes Discuter,1
ORD-2026-01-11-S04-0009,STORE04,2026-01-11,19:46:14,SKU00087,Confiture Absence,5
ORD-2026-01-11-S04-0009,STORE04,2026-01-11,19:46:14,SKU00029,Nettoyant Poids,4
ORD-2026-01-11-S04-0009,STORE04,2026-01-11,19:46:14,SKU00061,Savon Parent,5
ORD-2026-01-11-S04-0009,STORE04,2026-01-11,19:46:14,SKU00018,Liquide vaisselle Sourire,3
ORD-2026-01-11-S04-0009,STORE04,2026-01-11,19:46:14,SKU00033,Sauce tomate Réunir,5
ORD-2026-01-11-S04-0009,STORE04,2026-01-11,19:46:14,SKU00092,Shampoing Nord,3
ORD-2026-01-11-S04-0009,STORE04,2026-01-11,19:46:14,SKU00013,Petits pots Saison,2
ORD-2026-01-11-S04-0009,STORE04,2026-01-11,19:46:14,SKU00079,Éponges Monter,3
ORD-2026-01-11-S04-0009,STORE04,2026-01-11,19:46:14,SKU00053,Glace Bas,5
ORD-2026-01-11-S04-0009,STORE04,2026-01-11,19:46:14,SKU00003,Biscuits Part,3
ORD-2026-01-11-S04-0010,STORE04,2026-01-11,16:35:40,SKU00064,Pâtes Deviner,1
ORD-2026-01-11-S04-0010,STORE04,2026-01-11,16:35:40,SKU00026,Thon Espace,1
ORD-2026-01-11-S04-0010,STORE04,2026-01-11,16:35:40,SKU00033,Sauce tomate Réunir,3
ORD-2026-01-11-S04-0010,STORE04,2026-01-11,16:35:40,SKU00014,Eau En,3
ORD-2026-01-11-S04-0010,STORE04,2026-01-11,16:35:40,SKU00002,Crème Projet,4
ORD-2026-01-11-S04-0010,STORE04,2026-01-11,16:35:40,SKU00034,Eau Rien,5
ORD-2026-01-11-S04-0010,STORE04,2026-01-11,16:35:40,SKU00017,Soda Vol,5
ORD-2026-01-11-S04-0010,STORE04,2026-01-11,16:35:40,SKU00069,Glace Pain,4
ORD-2026-01-11-S04-0010,STORE04,2026-01-11,16:35:40,SKU00076,Lingettes Certainement,1
ORD-2026-01-11-S04-0010,STORE04,2026-01-11,16:35:40,SKU00067,Céréales Étranger,4
ORD-2026-01-11-S04-0011,STORE04,2026-01-11,13:59:11,SKU00067,Céréales Étranger,2
ORD-2026-01-11-S04-0011,STORE04,2026-01-11,13:59:11,SKU00062,Huile Côté,5
ORD-2026-01-11-S04-0012,STORE04,2026-01-11,15:24:30,SKU00001,Boeuf Oreille,2
ORD-2026-01-11-S04-0012,STORE04,2026-01-11,15:24:30,SKU00056,Lait infantile Chien,5
ORD-2026-01-11-S04-0012,STORE04,2026-01-11,15:24:30,SKU00014,Eau En,2
ORD-2026-01-11-S04-0012,STORE04,2026-01-11,15:24:30,SKU00036,Crème Étage,1
ORD-2026-01-11-S04-0012,STORE04,2026-01-11,15:24:30,SKU00031,Porc Rapport,5
ORD-2026-01-11-S04-0012,STORE04,2026-01-11,15:24:30,SKU00025,Conserves Problème,4
ORD-2026-01-11-S04-0012,STORE04,2026-01-11,15:24:30,SKU00028,Carottes Tranquille,3
ORD-2026-01-11-S04-0013,STORE04,2026-01-11,20:04:39,SKU00075,Couches Aide,1
ORD-2026-01-11-S04-0013,STORE04,2026-01-11,20:04:39,SKU00052,Légumes surgelés Chambre,4
ORD-2026-01-11-S04-0013,STORE04,2026-01-11,20:04:39,SKU00064,Pâtes Deviner,4
ORD-2026-01-11-S04-0013,STORE04,2026-01-11,20:04:39,SKU00078,Thon Dehors,5
ORD-2026-01-11-S04-0013,STORE04,2026-01-11,20:04:39,SKU00096,Lessive Point,5
ORD-2026-01-11-S04-0013,STORE04,2026-01-11,20:04:39,SKU00083,Miel Mode,4
ORD-2026-01-11-S04-0013,STORE04,2026-01-11,20:04:39,SKU00005,Porc Étonner,4
ORD-2026-01-11-S04-0014,STORE04,2026-01-11,10:54:39,SKU00016,Crème Boire,5
ORD-2026-01-11-S04-0014,STORE04,2026-01-11,10:54:39,SKU00084,Crème Baisser,4
ORD-2026-01-11-S04-0014,STORE04,2026-01-11,10:54:39,SKU00039,Crevettes Disparaître,5
ORD-2026-01-11-S04-0014,STORE04,2026-01-11,10:54:39,SKU00048,Biscuits Avancer,4
ORD-2026-01-11-S04-0014,STORE04,2026-01-11,10:54:39,SKU00005,Porc Étonner,2
ORD-2026-01-11-S04-0014,STORE04,2026-01-11,10:54:39,SKU00096,Lessive Point,2
ORD-2026-01-11-S04-0014,STORE04,2026-01-11,10:54:39,SKU00014,Eau En,3
ORD-2026-01-11-S04-0014,STORE04,2026-01-11,10:54:39,SKU00064,Pâtes Deviner,5
ORD-2026-01-11-S04-0014,STORE04,2026-01-11,10:54:39,SKU00091,Lait infantile Fortune,5
ORD-2026-01-11-S04-0015,STORE04,2026-01-11,15:47:02,SKU00044,Bananes Lentement,5
ORD-2026-01-11-S04-0015,STORE04,2026-01-11,15:47:02,SKU00066,Soda Peau,3
ORD-2026-01-11-S04-0015,STORE04,2026-01-11,15:47:02,SKU00099,Poulet Gauche,5
ORD-2026-01-11-S04-0015,STORE04,2026-01-11,15:47:02,SKU00038,Sauce tomate Montrer,1
ORD-2026-01-11-S04-0016,STORE04,2026-01-11,18:11:43,SKU00003,Biscuits Part,2
ORD-2026-01-11-S04-0016,STORE04,2026-01-11,18:11:43,SKU00028,Carottes Tranquille,3
ORD-2026-01-11-S04-0016,STORE04,2026-01-11,18:11:43,SKU00031,Porc Rapport,1
ORD-2026-01-11-S04-0016,STORE04,2026-01-11,18:11:43,SKU00052,Légumes surgelés Chambre,3
ORD-2026-01-11-S04-0016,STORE04,2026-01-11,18:11:43,SKU00100,Sucre Émotion,1
ORD-2026-01-11-S04-0016,STORE04,2026-01-11,18:11:43,SKU00044,Bananes Lentement,3
ORD-2026-01-11-S04-0016,STORE04,2026-01-11,18:11:43,SKU00041,Crème Chair,4
ORD-2026-01-11-S04-0017,STORE04,2026-01-11,19:39:21,SKU00041,Crème Chair,4
ORD-2026-01-11-S04-0017,STORE04,2026-01-11,19:39:21,SKU00086,Éponges Manier,5
ORD-2026-01-11-S04-0017,STORE04,2026-01-11,19:39:21,SKU00043,Nettoyant Occasion,1
ORD-2026-01-11-S04-0017,STORE04,2026-01-11,19:39:21,SKU00085,Biscuits Défendre,1
ORD-2026-01-11-S04-0017,STORE04,2026-01-11,19:39:21,SKU00009,Tomates Ami,1
ORD-2026-01-11-S04-0017,STORE04,2026-01-11,19:39:21,SKU00007,Jus Beau,2
ORD-2026-01-11-S04-0017,STORE04,2026-01-11,19:39:21,SKU00055,Conserves Inviter,3
ORD-2026-01-11-S04-0018,STORE04,2026-01-11,10:49:47,SKU00069,Glace Pain,3
ORD-2026-01-11-S04-0018,STORE04,2026-01-11,10:49:47,SKU00093,Lait infantile Vif,3
ORD-2026-01-11-S04-0018,STORE04,2026-01-11,10:49:47,SKU00086,Éponges Manier,3
ORD-2026-01-11-S04-0018,STORE04,2026-01-11,10:49:47,SKU00025,Conserves Problème,3
ORD-2026-01-11-S04-0018,STORE04,2026-01-11,10:49:47,SKU00009,Tomates Ami,2
ORD-2026-01-11-S04-0018,STORE04,2026-01-11,10:49:47,SKU00005,Porc Étonner,5
ORD-2026-01-11-S04-0018,STORE04,2026-01-11,10:49:47,SKU00073,Yaourt Tenir,4
ORD-2026-01-11-S04-0018,STORE04,2026-01-11,10:49:47,SKU00099,Poulet Gauche,4
ORD-2026-01-11-S04-0018,STORE04,2026-01-11,10:49:47,SKU00020,Riz Ensuite,5
ORD-2026-01-11-S04-0019,STORE04,2026-01-11,11:08:22,SKU00092,Shampoing Nord,5
ORD-2026-01-11-S04-0019,STORE04,2026-01-11,11:08:22,SKU00005,Porc Étonner,3
ORD-2026-01-11-S04-0019,STORE04,2026-01-11,11:08:22,SKU00015,Crème Accuser,2
ORD-2026-01-11-S04-0019,STORE04,2026-01-11,11:08:22,SKU00044,Bananes Lentement,2
ORD-2026-01-11-S04-0019,STORE04,2026-01-11,11:08:22,SKU00031,Porc Rapport,2
ORD-2026-01-11-S04-0019,STORE04,2026-01-11,11:08:22,SKU00057,Lait Étrange,5
ORD-2026-01-11-S04-0019,STORE04,2026-01-11,11:08:22,SKU00090,Laitue Parvenir,5
ORD-2026-01-11-S04-0020,STORE04,2026-01-11,20:25:53,SKU00083,Miel Mode,2
ORD-2026-01-11-S04-0020,STORE04,2026-01-11,20:25:53,SKU00017,Soda Vol,2
ORD-2026-01-11-S04-0020,STORE04,2026-01-11,20:25:53,SKU00095,Boeuf Toucher,5
ORD-2026-01-11-S04-0020,STORE04,2026-01-11,20:25:53,SKU00044,Bananes Lentement,5
ORD-2026-01-11-S04-0020,STORE04,2026-01-11,20:25:53,SKU00030,Pommes Eh,1
ORD-2026-01-11-S04-0021,STORE04,2026-01-11,14:10:16,SKU00047,Saumon Perdu,1
ORD-2026-01-11-S04-0021,STORE04,2026-01-11,14:10:16,SKU00021,Bananes Bien,3
ORD-2026-01-11-S04-0021,STORE04,2026-01-11,14:10:16,SKU00014,Eau En,2
ORD-2026-01-11-S04-0021,STORE04,2026-01-11,14:10:16,SKU00075,Couches Aide,5
ORD-2026-01-11-S04-0021,STORE04,2026-01-11,14:10:16,SKU00028,Carottes Tranquille,3
ORD-2026-01-11-S04-0021,STORE04,2026-01-11,14:10:16,SKU00008,Riz Inutile,4
ORD-2026-01-11-S04-0022,STORE04,2026-01-11,13:24:10,SKU00018,Liquide vaisselle Sourire,5
ORD-2026-01-11-S04-0022,STORE04,2026-01-11,13:24:10,SKU00008,Riz Inutile,2
ORD-2026-01-11-S04-0022,STORE04,2026-01-11,13:24:10,SKU00086,Éponges Manier,4
ORD-2026-01-11-S04-0023,STORE04,2026-01-11,11:55:44,SKU00047,Saumon Perdu,2
ORD-2026-01-11-S04-0023,STORE04,2026-01-11,11:55:44,SKU00100,Sucre Émotion,3
ORD-2026-01-11-S04-0023,STORE04,2026-01-11,11:55:44,SKU00085,Biscuits Défendre,5
ORD-2026-01-11-S04-0023,STORE04,2026-01-11,11:55:44,SKU00072,Crevettes Autorité,5
ORD-2026-01-11-S04-0023,STORE04,2026-01-11,11:55:44,SKU00061,Savon Parent,3
ORD-2026-01-11-S04-0023,STORE04,2026-01-11,11:55:44,SKU00046,Biscuits Moyen,1
ORD-2026-01-11-S04-0023,STORE04,2026-01-11,11:55:44,SKU00095,Boeuf Toucher,2
ORD-2026-01-11-S04-0023,STORE04,2026-01-11,11:55:44,SKU00090,Laitue Parvenir,5
ORD-2026-01-11-S04-0023,STORE04,2026-01-11,11:55:44,SKU00038,Sauce tomate Montrer,1
ORD-2026-01-11-S04-0023,STORE04,2026-01-11,11:55:44,SKU00056,Lait infantile Chien,5
ORD-2026-01-11-S04-0024,STORE04,2026-01-11,13:23:01,SKU00049,Légumes surgelés Trésor,4
ORD-2026-01-11-S04-0024,STORE04,2026-01-11,13:23:01,SKU00078,Thon Dehors,5
ORD-2026-01-11-S04-0024,STORE04,2026-01-11,13:23:01,SKU00068,Crème Bras,3
ORD-2026-01-11-S04-0024,STORE04,2026-01-11,13:23:01,SKU00056,Lait infantile Chien,4
ORD-2026-01-11-S04-0024,STORE04,2026-01-11,13:23:01,SKU00082,Beurre Également,5
ORD-2026-01-11-S04-0024,STORE04,2026-01-11,13:23:01,SKU00057,Lait Étrange,3
ORD-2026-01-11-S04-0024,STORE04,2026-01-11,13:23:01,SKU00079,Éponges Monter,1
ORD-2026-01-11-S04-0025,STORE04,2026-01-11,13:48:31,SKU00057,Lait Étrange,3
ORD-2026-01-11-S04-0025,STORE04,2026-01-11,13:48:31,SKU00095,Boeuf Toucher,3
ORD-2026-01-11-S04-0025,STORE04,2026-01-11,13:48:31,SKU00037,Chocolat Peur,2
