order_id,store_id,order_date,order_time,sku,product_name,quantity
ORD-2026-01-11-S03-0001,STORE03,2026-01-11,20:32:49,SKU00078,Thon Dehors,4
ORD-2026-01-11-S03-0001,STORE03,2026-01-11,20:32:49,SKU00019,Liquide vaisselle Baisser,2
ORD-2026-01-11-S03-0002,STORE03,2026-01-11,11:39:40,SKU00017,Soda Vol,4
ORD-2026-01-11-S03-0002,STORE03,2026-01-11,11:39:40,SKU00042,Confiture Toit,5
ORD-2026-01-11-S03-0002,STORE03,2026-01-11,11:39:40,SKU00087,Confiture Absence,1
ORD-2026-01-11-S03-0003,STORE03,2026-01-11,21:42:59,SKU00005,Porc Étonner,4
ORD-2026-01-11-S03-0003,STORE03,2026-01-11,21:42:59,SKU00029,Nettoyant Poids,5
ORD-2026-01-11-S03-0003,STORE03,2026-01-11,21:42:59,SKU00082,Beurre Également,4
ORD-2026-01-11-S03-0003,STORE03,2026-01-11,21:42:59,SKU00087,Confiture Absence,4
ORD-2026-01-11-S03-0004,STORE03,2026-01-11,18:23:12,SKU00087,Confiture Absence,1
ORD-2026-01-11-S03-0004,STORE03,2026-01-11,18:23:12,SKU00037,Chocolat Peur,1
ORD-2026-01-11-S03-0004,STORE03,2026-01-11,18:23:12,SKU00003,Biscuits Part,4
ORD-2026-01-11-S03-0004,STORE03,2026-01-11,18:23:12,SKU00047,Saumon Perdu,2
ORD-2026-01-11-S03-0004,STORE03,2026-01-11,18:23:12,SKU00086,Éponges Manier,1
ORD-2026-01-11-S03-0004,STORE03,2026-01-11,18:23:12,SKU00091,Lait infantile Fortune,5
ORD-2026-01-11-S03-0005,STORE03,2026-01-11,8:42:59,SKU00073,Yaourt Tenir,3
ORD-2026-01-11-S03-0005,STORE03,2026-01-11,8:42:59,SKU00017,Soda Vol,3
ORD-2026-01-11-S03-0005,STORE03,2026-01-11,8:42:59,SKU00063,Thé Nommer,4
ORD-2026-01-11-S03-0005,STORE03,2026-01-11,8:42:59,SKU00059,Glace Disparaître,1
ORD-2026-01-11-S03-0005,STORE03,2026-01-11,8:42:59,SKU00023,Pâtes Inconnu,3
ORD-2026-01-11-S03-0005,STORE03,2026-01-11,8:42:59,SKU00027,Poisson pané Flot,4
ORD-2026-01-11-S03-0006,STORE03,2026-01-11,10:53:06,SKU00071,Thon Chaleur,5
ORD-2026-01-11-S03-0006,STORE03,2026-01-11,10:53:06,SKU00026,Thon Espace,5
ORD-2026-01-11-S03-0007,STORE03,2026-01-11,20:07:37,SKU00080,Confiture Poids,2
ORD-2026-01-11-S03-0007,STORE03,2026-01-11,20:07:37,SKU00045,Thon Note,4
ORD-2026-01-11-S03-0007,STORE03,2026-01-11,20:07:37,SKU00061,Savon Parent,4
ORD-2026-01-11-S03-0007,STORE03,2026-01-11,20:07:37,SKU00094,Poisson pané Rencontrer,5
ORD-2026-01-11-S03-0007,STORE03,2026-01-11,20:07:37,SKU00026,Thon Espace,5
ORD-2026-01-11-S03-0007,STORE03,2026-01-11,20:07:37,SKU00004,Saumon Comme,3
ORD-2026-01-11-S03-0007,STORE03,2026-01-11,20:07:37,SKU00062,Huile Côté,1
ORD-2026-01-11-S03-0007,STORE03,2026-01-11,20:07:37,SKU00078,Thon Dehors,5
ORD-2026-01-11-S03-0007,STORE03,2026-01-11,20:07:37,SKU00014,Eau En,1
ORD-2026-01-11-S03-0008,STORE03,2026-01-11,11:19:34,SKU00075,Couches Aide,4
ORD-2026-01-11-S03-0008,STORE03,2026-01-11,11:19:34,SKU00096,Lessive Point,3
ORD-2026-01-11-S03-0008,STORE03,2026-01-11,11:19:34,SKU00022,Savon Approcher,1
ORD-2026-01-11-S03-0008,STORE03,2026-01-11,11:19:34,SKU00041,Crème Chair,1
ORD-2026-01-11-S03-0008,STORE03,2026-01-11,11:19:34,SKU00025,Conserves Problème,1
ORD-2026-01-11-S03-0008,STORE03,2026-01-11,11:19:34,SKU00051,Thé Tant,3
ORD-2026-01-11-S03-0009,STORE03,2026-01-11,19:16:52,SKU00059,Glace Disparaître,4
ORD-2026-01-11-S03-0009,STORE03,2026-01-11,19:16:52,SKU00068,Crème Bras,2
ORD-2026-01-11-S03-0009,STORE03,2026-01-11,19:16:52,SKU00014,Eau En,3
ORD-2026-01-11-S03-0010,STORE03,2026-01-11,21:26:04,SKU00011,Frites Remonter,5
ORD-2026-01-11-S03-0010,STORE03,2026-01-11,21:26:04,SKU00096,Lessive Point,3
ORD-2026-01-11-S03-0010,STORE03,2026-01-11,21:26:04,SKU00043,Nettoyant Occasion,1
ORD-2026-01-11-S03-0010,STORE03,2026-01-11,21:26:04,SKU00092,Shampoing Nord,4
ORD-2026-01-11-S03-0010,STORE03,2026-01-11,21:26:04,SKU00052,Légumes surgelés Chambre,3
ORD-2026-01-11-S03-0010,STORE03,2026-01-11,21:26:04,SKU00036,Crème Étage,3
ORD-2026-01-11-S03-0011,STORE03,2026-01-11,8:01:18,SKU00038,Sauce tomate Montrer,3
ORD-2026-01-11-S03-0011,STORE03,2026-01-11,8:01:18,SKU00064,Pâtes Deviner,2
ORD-2026-01-11-S03-0011,STORE03,2026-01-11,8:01:18,SKU00033,Sauce tomate Réunir,1
ORD-2026-01-11-S03-0011,STORE03,2026-01-11,8:01:18,SKU00098,Lingettes Discuter,2
ORD-2026-01-11-S03-0011,STORE03,2026-01-11,8:01:18,SKU00043,Nettoyant Occasion,5
ORD-2026-01-11-S03-0011,STORE03,2026-01-11,8:01:18,SKU00045,Thon Note,5
ORD-2026-01-11-S03-0011,STORE03,2026-01-11,8:01:18,SKU00086,Éponges Manier,5
ORD-2026-01-11-S03-0012,STORE03,2026-01-11,13:07:06,SKU00010,Déodorant Saisir,3
ORD-2026-01-11-S03-0012,STORE03,2026-01-11,13:07:06,SKU00088,Yaourt Mémoire,3
ORD-2026-01-11-S03-0013,STORE03,2026-01-11,9:11:36,SKU00056,Lait infantile Chien,2
ORD-2026-01-11-S03-0013,STORE03,2026-01-11,9:11:36,SKU00036,Crème Étage,5
ORD-2026-01-11-S03-0013,STORE03,2026-01-11,9:11:36,SKU00054,Sel Moins,1
ORD-2026-01-11-S03-0013,STORE03,2026-01-11,9:11:36,SKU00028,Carottes Tranquille,2
ORD-2026-01-11-S03-0013,STORE03,2026-01-11,9:11:36,SKU00088,Yaourt Mémoire,1
ORD-2026-01-11-S03-0013,STORE03,2026-01-11,9:11:36,SKU00005,Porc Étonner,3
ORD-2026-01-11-S03-0014,STORE03,2026-01-11,21:48:35,SKU00007,Jus Beau,5
ORD-2026-01-11-S03-0014,STORE03,2026-01-11,21:48:35,SKU00083,Miel Mode,1
ORD-2026-01-11-S03-0014,STORE03,2026-01-11,21:48:35,SKU00001,Boeuf Oreille,5
ORD-2026-01-11-S03-0014,STORE03,2026-01-11,21:48:35,SKU00046,Biscuits Moyen,5
ORD-2026-01-11-S03-0014,STORE03,2026-01-11,21:48:35,SKU00059,Glace Disparaître,5
ORD-2026-01-11-S03-0015,STORE03,2026-01-11,16:42:19,SKU00032,Conserves Conscience,1
ORD-2026-01-11-S03-0015,STORE03,2026-01-11,16:42:19,SKU00053,Glace Bas,4
ORD-2026-01-11-S03-0015,STORE03,2026-01-11,16:42:19,SKU00040,Biscuits Cerveau,1
ORD-2026-01-11-S03-0015,STORE03,2026-01-11,16:42:19,SKU00059,Glace Disparaître,3
ORD-2026-01-11-S03-0015,STORE03,2026-01-11,16:42:19,SKU00064,Pâtes Deviner,4
ORD-2026-01-11-S03-0016,STORE03,2026-01-11,18:21:17,SKU00090,Laitue Parvenir,1
ORD-2026-01-11-S03-0016,STORE03,2026-01-11,18:21:17,SKU00017,Soda Vol,2
ORD-2026-01-11-S03-0017,STORE03,2026-01-11,9:37:00,SKU00001,Boeuf Oreille,1
ORD-2026-01-11-S03-0017,STORE03,2026-01-11,9:37:00,SKU00040,Biscuits Cerveau,4
ORD-2026-01-11-S03-0018,STORE03,2026-01-11,15:51:23,SKU00050,Oranges Terminer,4
ORD-2026-01-11-S03-0019,STORE03,2026-01-11,9:16:10,SKU00056,Lait infantile Chien,5
ORD-2026-01-11-S03-0019,STORE03,2026-01-11,9:16:10,SKU00054,Sel Moins,5
ORD-2026-01-11-S03-0019,STORE03,2026-01-11,9:16:10,SKU00067,Céréales Étranger,2
ORD-2026-01-11-S03-0019,STORE03,2026-01-11,9:16:10,SKU00055,Conserves Inviter,1
ORD-2026-01-11-S03-0019,STORE03,2026-01-11,9:16:10,SKU00100,Sucre Émotion,3
ORD-2026-01-11-S03-0019,STORE03,2026-01-11,9:16:10,SKU00012,Boeuf Entourer,2
ORD-2026-01-11-S03-0019,STORE03,2026-01-11,9:16:10,SKU00078,Thon Dehors,2
ORD-2026-01-11-S03-0019,STORE03,2026-01-11,9:16:10,SKU00019,Liquide vaisselle Baisser,5
ORD-2026-01-11-S03-0019,STORE03,2026-01-11,9:16:10,SKU00043,Nettoyant Occasion,1
ORD-2026-01-11-S03-0020,STORE03,2026-01-11,15:13:46,SKU00016,Crème Boire,2
ORD-2026-01-11-S03-0021,STORE03,2026-01-11,19:52:55,SKU00030,Pommes Eh,5
ORD-2026-01-11-S03-0021,STORE03,2026-01-11,19:52:55,SKU00068,Crème Bras,2
ORD-2026-01-11-S03-0021,STORE03,2026-01-11,19:52:55,SKU00083,Miel Mode,4
ORD-2026-01-11-S03-0022,STORE03,2026-01-11,18:33:56,SKU00037,Chocolat Peur,3
ORD-2026-01-11-S03-0023,STORE03,2026-01-11,20:46:49,SKU00093,Lait infantile Vif,2
ORD-2026-01-11-S03-0023,STORE03,2026-01-11,20:46:49,SKU00089,Biscuits Faute,4
ORD-2026-01-11-S03-0023,STORE03,2026-01-11,20:46:49,SKU00005,Porc Étonner,5
ORD-2026-01-11-S03-0023,STORE03,2026-01-11,20:46:49,SKU00072,Crevettes Autorité,2
ORD-2026-01-11-S03-0023,STORE03,2026-01-11,20:46:49,SKU00094,Poisson pané Rencontrer,1
ORD-2026-01-11-S03-0023,STORE03,2026-01-11,20:46:49,SKU00046,Biscuits Moyen,4
ORD-2026-01-11-S03-0023,STORE03,2026-01-11,20:46:49,SKU00069,Glace Pain,2
ORD-2026-01-11-S03-0023,STORE03,2026-01-11,20:46:49,SKU00042,Confiture Toit,5
ORD-2026-01-11-S03-0023,STORE03,2026-01-11,20:46:49,SKU00083,Miel Mode,4
ORD-2026-01-11-S03-0023,STORE03,2026-01-11,20:46:49,SKU00082,Beurre Également,2
ORD-2026-01-11-S03-0024,STORE03,2026-01-11,12:22:08,SKU00069,Glace Pain,4
ORD-2026-01-11-S03-0024,STORE03,2026-01-11,12:22:08,SKU00029,Nettoyant Poids,5
ORD-2026-01-11-S03-0024,STORE03,2026-01-11,12:22:08,SKU00036,Crème Étage,4
ORD-2026-01-11-S03-0024,STORE03,2026-01-11,12:22:08,SKU00057,Lait Étrange,5
ORD-2026-01-11-S03-0024,STORE03,2026-01-11,12:22:08,SKU00010,Déodorant Saisir,3
ORD-2026-01-11-S03-0024,STORE03,2026-01-11,12:22:08,SKU00047,Saumon Perdu,3
ORD-2026-01-11-S03-0024,STORE03,2026-01-11,12:22:08,SKU00003,Biscuits Part,2
ORD-2026-01-11-S03-0024,STORE03,2026-01-11,12:22:08,SKU00073,Yaourt Tenir,5
ORD-2026-01-11-S03-0024,STORE03,2026-01-11,12:22:08,SKU00050,Oranges Terminer,1
ORD-2026-01-11-S03-0025,STORE03,2026-01-11,12:41:38,SKU00015,Crème Accuser,4
ORD-2026-01-11-S03-0025,STORE03,2026-01-11,12:41:38,SKU00095,Boeuf Toucher,1
ORD-2026-01-11-S03-0025,STORE03,2026-01-11,12:41:38,SKU00021,Bananes Bien,1
ORD-2026-01-11-S03-0025,STORE03,2026-01-11,12:41:38,SKU00078,Thon Dehors,4
ORD-2026-01-11-S03-0025,STORE03,2026-01-11,12:41:38,SKU00004,Saumon Comme,5
ORD-2026-01-11-S03-0025,STORE03,2026-01-11,12:41:38,SKU00098,Lingettes Discuter,2
ORD-2026-01-11-S03-0025,STORE03,2026-01-11,12:41:38,SKU00038,Sauce tomate Montrer,3
ORD-2026-01-11-S03-0026,STORE03,2026-01-11,17:11:52,SKU00074,Confiture Rassurer,5
ORD-2026-01-11-S03-0026,STORE03,2026-01-11,17:11:52,SKU00035,Biscuits Peur,1
ORD-2026-01-11-S03-0026,STORE03,2026-01-11,17:11:52,SKU00036,Crème Étage,2
ORD-2026-01-11-S03-0027,STORE03,2026-01-11,19:02:14,SKU00034,Eau Rien,2
ORD-2026-01-11-S03-0027,STORE03,2026-01-11,19:02:14,SKU00001,Boeuf Oreille,1
ORD-2026-01-11-S03-0027,STORE03,2026-01-11,19:02:14,SKU00055,Conserves Inviter,1
ORD-2026-01-11-S03-0028,STORE03,2026-01-11,10:13:17,SKU00041,Crème Chair,1
ORD-2026-01-11-S03-0028,STORE03,2026-01-11,10:13:17,SKU00088,Yaourt Mémoire,5
ORD-2026-01-11-S03-0028,STORE03,2026-01-11,10:13:17,SKU00080,Confiture Poids,1
ORD-2026-01-11-S03-0028,STORE03,2026-01-11,10:13:17,SKU00087,Confiture Absence,2
ORD-2026-01-11-S03-0028,STORE03,2026-01-11,10:13:17,SKU00019,Liquide vaisselle Baisser,1
ORD-2026-01-11-S03-0028,STORE03,2026-01-11,10:13:17,SKU00040,Biscuits Cerveau,1
ORD-2026-01-11-S03-0028,STORE03,2026-01-11,10:13:17,SKU00023,Pâtes Inconnu,4
ORD-2026-01-11-S03-0029,STORE03,2026-01-11,13:13:28,SKU00057,Lait Étrange,2
ORD-2026-01-11-S03-0029,STORE03,2026-01-11,13:13:28,SKU00070,Dentifrice Rejoindre,2
ORD-2026-01-11-S03-0030,STORE03,2026-01-11,21:23:20,SKU00091,Lait infantile Fortune,4
ORD-2026-01-11-S03-0030,STORE03,2026-01-11,21:23:20,SKU00065,Poisson pané Flot,4
ORD-2026-01-11-S03-0031,STORE03,2026-01-11,18:17:28,SKU00098,Lingettes Discuter,2
ORD-2026-01-11-S03-0031,STORE03,2026-01-11,18:17:28,SKU00065,Poisson pané Flot,2
ORD-2026-01-11-S03-0031,STORE03,2026-01-11,18:17:28,SKU00012,Boeuf Entourer,2
ORD-2026-01-11-S03-0031,STORE03,2026-01-11,18:17:28,SKU00061,Savon Parent,4
ORD-2026-01-11-S03-0031,STORE03,2026-01-11,18:17:28,SKU00063,Thé Nommer,3
ORD-2026-01-11-S03-0031,STORE03,2026-01-11,18:17:28,SKU00064,Pâtes Deviner,2
ORD-2026-01-11-S03-0031,STORE03,2026-01-11,18:17:28,SKU00099,Poulet Gauche,2
ORD-2026-01-11-S03-0031,STORE03,2026-01-11,18:17:28,SKU00068,Crème Bras,4
ORD-2026-01-11-S03-0031,STORE03,2026-01-11,18:17:28,SKU00023,Pâtes Inconnu,4
ORD-2026-01-11-S03-0032,STORE03,2026-01-11,14:03:16,SKU00009,Tomates Ami,1
ORD-2026-01-11-S03-0032,STORE03,2026-01-11,14:03:16,SKU00067,Céréales Étranger,4
ORD-2026-01-11-S03-0032,STORE03,2026-01-11,14:03:16,SKU00007,Jus Beau,4
ORD-2026-01-11-S03-0032,STORE03,2026-01-11,14:03:16,SKU00064,Pâtes Deviner,2
ORD-2026-01-11-S03-0032,STORE03,2026-01-11,14:03:16,SKU00094,Poisson pané Rencontrer,1
ORD-2026-01-11-S03-0033,STORE03,2026-01-11,19:29:33,SKU00065,Poisson pané Flot,3
ORD-2026-01-11-S03-0034,STORE03,2026-01-11,14:07:56,SKU00043,Nettoyant Occasion,3
ORD-2026-01-11-S03-0034,STORE03,2026-01-11,14:07:56,SKU00071,Thon Chaleur,2
